Wanderungstyp,Jahr,Monat,Staatsangehoerigkeit,Geschlecht,Alter,VonKontinent,VonLand,VonKanton,VonWohnviertel,NachKontinent,NachLand,NachKanton,NachWohnviertel,year_month
Zuzug,2013,4,Ausländer,M,1,Europa (ohne Schweiz),Grossbritannien,Unbekannt,NA,Schweiz,Schweiz,BS,Hirzbrunnen,2013-4
Zuzug,2013,4,Ausländer,W,1,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2013-4
Zuzug,2013,4,Ausländer,W,1,Europa (ohne Schweiz),Ukraine,Unbekannt,NA,Schweiz,Schweiz,BS,Clara,2013-4
Zuzug,2013,4,Schweizer,W,1,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,Klybeck,2013-4
Zuzug,2013,4,Ausländer,M,1,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,St. Alban,2013-4
Zuzug,2013,4,Schweizer,W,1,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,Bruderholz,2013-4
Zuzug,2013,4,Ausländer,W,1,Europa (ohne Schweiz),Grossbritannien,Unbekannt,NA,Schweiz,Schweiz,BS,St. Alban,2013-4
Wegzug,2013,4,Schweizer,W,1,Schweiz,Schweiz,BS,Breite,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Ausländer,M,1,Schweiz,Schweiz,BS,St. Johann,Europa (ohne Schweiz),Frankreich,Ausland,NA,2013-4
Wegzug,2013,4,Ausländer,M,1,Schweiz,Schweiz,BS,Bachletten,Lateinamerika und Karibik,Brasilien,Ausland,NA,2013-4
Wegzug,2013,4,Ausländer,M,1,Schweiz,Schweiz,BS,Am Ring,Schweiz,Schweiz,ZH,NA,2013-4
Wegzug,2013,4,Schweizer,W,1,Schweiz,Schweiz,BS,Riehen,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Ausländer,W,1,Schweiz,Schweiz,BS,Bachletten,Europa (ohne Schweiz),Deutschland,Ausland,NA,2013-4
Wegzug,2013,4,Ausländer,W,1,Schweiz,Schweiz,BS,Klybeck,Schweiz,Schweiz,BL,NA,2013-4
Zuzug,2013,4,Schweizer,M,1,Asien,Japan,Unbekannt,NA,Schweiz,Schweiz,BS,Breite,2013-4
Zuzug,2013,4,Schweizer,M,1,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Hirzbrunnen,2013-4
Zuzug,2013,4,Ausländer,M,1,Schweiz,Schweiz,LU,NA,Schweiz,Schweiz,BS,Gundeldingen,2013-4
Zuzug,2013,4,Ausländer,W,1,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2013-4
Zuzug,2013,4,Ausländer,M,1,Asien,Singapur,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2013-4
Wegzug,2013,4,Ausländer,W,1,Schweiz,Schweiz,BS,St. Johann,Europa (ohne Schweiz),Deutschland,Ausland,NA,2013-4
Wegzug,2013,4,Ausländer,W,1,Schweiz,Schweiz,BS,St. Johann,Europa (ohne Schweiz),Deutschland,Ausland,NA,2013-4
Wegzug,2013,4,Ausländer,M,1,Schweiz,Schweiz,BS,St. Alban,unbekannt,unbekannt,unbekannt,NA,2013-4
Wegzug,2013,4,Schweizer,M,1,Schweiz,Schweiz,BS,St. Johann,Schweiz,Schweiz,AG,NA,2013-4
Wegzug,2013,4,Schweizer,W,1,Schweiz,Schweiz,BS,Gundeldingen,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Schweizer,M,1,Schweiz,Schweiz,BS,Riehen,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Schweizer,W,1,Schweiz,Schweiz,BS,Am Ring,Schweiz,Schweiz,ZH,NA,2013-4
Wegzug,2013,4,Ausländer,M,1,Schweiz,Schweiz,BS,Bachletten,Europa (ohne Schweiz),Deutschland,Ausland,NA,2013-4
Wegzug,2013,4,Schweizer,M,1,Schweiz,Schweiz,BS,Bruderholz,Schweiz,Schweiz,ZH,NA,2013-4
Wegzug,2013,4,Schweizer,W,2,Schweiz,Schweiz,BS,Bachletten,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Schweizer,W,2,Schweiz,Schweiz,BS,Matthäus,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Ausländer,M,2,Schweiz,Schweiz,BS,Am Ring,Europa (ohne Schweiz),Frankreich,Ausland,NA,2013-4
Wegzug,2013,4,Schweizer,W,2,Schweiz,Schweiz,BS,Gundeldingen,Schweiz,Schweiz,BE,NA,2013-4
Wegzug,2013,4,Schweizer,M,2,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Ausländer,M,2,Schweiz,Schweiz,BS,Iselin,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Schweizer,W,2,Schweiz,Schweiz,BS,St. Alban,Schweiz,Schweiz,SO,NA,2013-4
Zuzug,2013,4,Ausländer,M,2,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Am Ring,2013-4
Zuzug,2013,4,Ausländer,M,2,Asien,Japan,Unbekannt,NA,Schweiz,Schweiz,BS,Kleinhüningen,2013-4
Zuzug,2013,4,Schweizer,W,2,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,Klybeck,2013-4
Zuzug,2013,4,Ausländer,M,2,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,Breite,2013-4
Zuzug,2013,4,Ausländer,W,2,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,Breite,2013-4
Zuzug,2013,4,Ausländer,W,2,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,Wettstein,2013-4
Zuzug,2013,4,Ausländer,M,2,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,Rosental,2013-4
Wegzug,2013,4,Ausländer,W,2,Schweiz,Schweiz,BS,Am Ring,Asien,Indien,Ausland,NA,2013-4
Wegzug,2013,4,Schweizer,M,2,Schweiz,Schweiz,BS,Gundeldingen,Schweiz,Schweiz,BE,NA,2013-4
Wegzug,2013,4,Schweizer,W,2,Schweiz,Schweiz,BS,Riehen,Schweiz,Schweiz,BL,NA,2013-4
Zuzug,2013,4,Ausländer,M,2,Europa (ohne Schweiz),Grossbritannien,Unbekannt,NA,Schweiz,Schweiz,BS,Riehen,2013-4
Zuzug,2013,4,Schweizer,W,2,Schweiz,Schweiz,BE,NA,Schweiz,Schweiz,BS,Breite,2013-4
Zuzug,2013,4,Schweizer,M,2,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Hirzbrunnen,2013-4
Zuzug,2013,4,Ausländer,W,2,Schweiz,Schweiz,NE,NA,Schweiz,Schweiz,BS,Altstadt Kleinbasel,2013-4
Zuzug,2013,4,Schweizer,W,2,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Bruderholz,2013-4
Zuzug,2013,4,Ausländer,W,2,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,Iselin,2013-4
Wegzug,2013,4,Ausländer,M,2,Schweiz,Schweiz,BS,Breite,Nordamerika,Vereinigte Staaten von Amerika,Ausland,NA,2013-4
Wegzug,2013,4,Schweizer,M,2,Schweiz,Schweiz,BS,Gundeldingen,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Ausländer,M,2,Schweiz,Schweiz,BS,St. Johann,Asien,Indien,Ausland,NA,2013-4
Wegzug,2013,4,Ausländer,W,2,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,BL,NA,2013-4
Zuzug,2013,4,Ausländer,M,2,Europa (ohne Schweiz),Grossbritannien,Unbekannt,NA,Schweiz,Schweiz,BS,Riehen,2013-4
Wegzug,2013,4,Ausländer,W,3,Schweiz,Schweiz,BS,Clara,Schweiz,Schweiz,BL,NA,2013-4
Zuzug,2013,4,Ausländer,M,3,Asien,Vereinigte Arabische Emirate,Unbekannt,NA,Schweiz,Schweiz,BS,Hirzbrunnen,2013-4
Zuzug,2013,4,Ausländer,M,3,Europa (ohne Schweiz),Frankreich,Unbekannt,NA,Schweiz,Schweiz,BS,Bettingen,2013-4
Zuzug,2013,4,Ausländer,M,3,Europa (ohne Schweiz),Zentralserbien,Unbekannt,NA,Schweiz,Schweiz,BS,Gundeldingen,2013-4
Zuzug,2013,4,Ausländer,M,3,Lateinamerika und Karibik,Brasilien,Unbekannt,NA,Schweiz,Schweiz,BS,Breite,2013-4
Zuzug,2013,4,Ausländer,M,3,Europa (ohne Schweiz),Grossbritannien,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2013-4
Zuzug,2013,4,Ausländer,M,3,Asien,Singapur,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2013-4
Zuzug,2013,4,Ausländer,W,3,Europa (ohne Schweiz),Grossbritannien,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2013-4
Zuzug,2013,4,Ausländer,W,3,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Bruderholz,2013-4
Wegzug,2013,4,Ausländer,W,3,Schweiz,Schweiz,BS,Bachletten,Lateinamerika und Karibik,Brasilien,Ausland,NA,2013-4
Wegzug,2013,4,Schweizer,M,3,Schweiz,Schweiz,BS,Wettstein,Europa (ohne Schweiz),Frankreich,Ausland,NA,2013-4
Wegzug,2013,4,Ausländer,W,3,Schweiz,Schweiz,BS,St. Johann,Europa (ohne Schweiz),Spanien,Ausland,NA,2013-4
Zuzug,2013,4,Ausländer,M,3,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Bachletten,2013-4
Zuzug,2013,4,Ausländer,M,3,Europa (ohne Schweiz),Grossbritannien,Unbekannt,NA,Schweiz,Schweiz,BS,Bruderholz,2013-4
Zuzug,2013,4,Ausländer,W,3,Europa (ohne Schweiz),Grossbritannien,Unbekannt,NA,Schweiz,Schweiz,BS,St. Alban,2013-4
Wegzug,2013,4,Ausländer,W,3,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,ZH,NA,2013-4
Wegzug,2013,4,Ausländer,M,3,Schweiz,Schweiz,BS,St. Johann,Asien,Indien,Ausland,NA,2013-4
Wegzug,2013,4,Ausländer,M,4,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Ausländer,M,4,Schweiz,Schweiz,BS,Breite,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Ausländer,W,4,Schweiz,Schweiz,BS,Klybeck,Schweiz,Schweiz,BL,NA,2013-4
Zuzug,2013,4,Ausländer,M,4,Europa (ohne Schweiz),Grossbritannien,Unbekannt,NA,Schweiz,Schweiz,BS,Hirzbrunnen,2013-4
Zuzug,2013,4,Ausländer,M,4,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2013-4
Zuzug,2013,4,Ausländer,W,4,Europa (ohne Schweiz),Grossbritannien,Unbekannt,NA,Schweiz,Schweiz,BS,St. Alban,2013-4
Zuzug,2013,4,Ausländer,M,4,Europa (ohne Schweiz),Ukraine,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2013-4
Zuzug,2013,4,Ausländer,W,4,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Am Ring,2013-4
Wegzug,2013,4,Schweizer,M,4,Schweiz,Schweiz,BS,Bachletten,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Schweizer,W,4,Schweiz,Schweiz,BS,Gundeldingen,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Ausländer,M,4,Schweiz,Schweiz,BS,St. Johann,Europa (ohne Schweiz),Deutschland,Ausland,NA,2013-4
Wegzug,2013,4,Ausländer,M,4,Schweiz,Schweiz,BS,St. Alban,Europa (ohne Schweiz),Tschechische Republik,Ausland,NA,2013-4
Wegzug,2013,4,Ausländer,W,4,Schweiz,Schweiz,BS,Bachletten,Asien,China,Ausland,NA,2013-4
Wegzug,2013,4,Ausländer,W,4,Schweiz,Schweiz,BS,Klybeck,Europa (ohne Schweiz),Portugal,Ausland,NA,2013-4
Wegzug,2013,4,Ausländer,W,4,Schweiz,Schweiz,BS,Bachletten,Europa (ohne Schweiz),Deutschland,Ausland,NA,2013-4
Wegzug,2013,4,Schweizer,M,4,Schweiz,Schweiz,BS,Bachletten,Schweiz,Schweiz,BL,NA,2013-4
Zuzug,2013,4,Ausländer,M,4,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,St. Alban,2013-4
Zuzug,2013,4,Ausländer,W,4,Europa (ohne Schweiz),Italien,Unbekannt,NA,Schweiz,Schweiz,BS,Rosental,2013-4
Zuzug,2013,4,Schweizer,M,4,Asien,Japan,Unbekannt,NA,Schweiz,Schweiz,BS,Breite,2013-4
Wegzug,2013,4,Schweizer,M,4,Schweiz,Schweiz,BS,Gundeldingen,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Ausländer,M,4,Schweiz,Schweiz,BS,Gundeldingen,Schweiz,Schweiz,ZH,NA,2013-4
Wegzug,2013,4,Ausländer,W,4,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Ausländer,W,4,Schweiz,Schweiz,BS,Am Ring,Europa (ohne Schweiz),Frankreich,Ausland,NA,2013-4
Wegzug,2013,4,Schweizer,M,4,Schweiz,Schweiz,BS,Matthäus,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Schweizer,W,5,Schweiz,Schweiz,BS,Bruderholz,Schweiz,Schweiz,AG,NA,2013-4
Wegzug,2013,4,Schweizer,W,5,Schweiz,Schweiz,BS,Matthäus,Schweiz,Schweiz,BL,NA,2013-4
Zuzug,2013,4,Ausländer,W,5,Europa (ohne Schweiz),Grossbritannien,Unbekannt,NA,Schweiz,Schweiz,BS,Riehen,2013-4
Zuzug,2013,4,Ausländer,M,5,Europa (ohne Schweiz),Grossbritannien,Unbekannt,NA,Schweiz,Schweiz,BS,Riehen,2013-4
Zuzug,2013,4,Ausländer,M,5,Asien,Singapur,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2013-4
Zuzug,2013,4,Schweizer,W,5,Schweiz,Schweiz,SG,NA,Schweiz,Schweiz,BS,Bruderholz,2013-4
Zuzug,2013,4,Schweizer,W,5,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Hirzbrunnen,2013-4
Wegzug,2013,4,Ausländer,M,5,Schweiz,Schweiz,BS,Clara,Schweiz,Schweiz,BL,NA,2013-4
Zuzug,2013,4,Ausländer,M,5,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2013-4
Wegzug,2013,4,Ausländer,W,5,Schweiz,Schweiz,BS,Am Ring,Europa (ohne Schweiz),Frankreich,Ausland,NA,2013-4
Zuzug,2013,4,Ausländer,M,6,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2013-4
Zuzug,2013,4,Ausländer,W,6,Europa (ohne Schweiz),Grossbritannien,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2013-4
Zuzug,2013,4,Ausländer,M,6,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Bruderholz,2013-4
Zuzug,2013,4,Ausländer,M,6,Asien,Vereinigte Arabische Emirate,Unbekannt,NA,Schweiz,Schweiz,BS,Hirzbrunnen,2013-4
Zuzug,2013,4,Ausländer,W,6,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2013-4
Zuzug,2013,4,Ausländer,W,6,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,Wettstein,2013-4
Zuzug,2013,4,Ausländer,M,6,Europa (ohne Schweiz),Serbien,Unbekannt,NA,Schweiz,Schweiz,BS,Gundeldingen,2013-4
Zuzug,2013,4,Ausländer,M,6,Europa (ohne Schweiz),Portugal,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2013-4
Wegzug,2013,4,Ausländer,W,6,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Ausländer,W,6,Schweiz,Schweiz,BS,St. Johann,Europa (ohne Schweiz),Frankreich,Ausland,NA,2013-4
Zuzug,2013,4,Ausländer,M,7,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2013-4
Wegzug,2013,4,Ausländer,W,7,Schweiz,Schweiz,BS,Iselin,Schweiz,Schweiz,BL,NA,2013-4
Zuzug,2013,4,Ausländer,M,7,Schweiz,Schweiz,ZH,NA,Schweiz,Schweiz,BS,Riehen,2013-4
Wegzug,2013,4,Ausländer,W,7,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Ausländer,W,7,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,ZH,NA,2013-4
Wegzug,2013,4,Ausländer,M,7,Schweiz,Schweiz,BS,St. Johann,unbekannt,unbekannt,unbekannt,NA,2013-4
Wegzug,2013,4,Ausländer,M,7,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Schweizer,M,7,Schweiz,Schweiz,BS,Iselin,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Schweizer,W,7,Schweiz,Schweiz,BS,Klybeck,Schweiz,Schweiz,BL,NA,2013-4
Zuzug,2013,4,Ausländer,M,8,Asien,Taiwan (Chinesisches Taipei),Unbekannt,NA,Schweiz,Schweiz,BS,Rosental,2013-4
Wegzug,2013,4,Schweizer,M,8,Schweiz,Schweiz,BS,Bruderholz,Schweiz,Schweiz,AG,NA,2013-4
Wegzug,2013,4,Ausländer,W,8,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Ausländer,W,8,Schweiz,Schweiz,BS,Klybeck,unbekannt,unbekannt,unbekannt,NA,2013-4
Wegzug,2013,4,Ausländer,M,8,Schweiz,Schweiz,BS,St. Alban,Europa (ohne Schweiz),Tschechische Republik,Ausland,NA,2013-4
Wegzug,2013,4,Ausländer,M,9,Schweiz,Schweiz,BS,Matthäus,Asien,Indien,Ausland,NA,2013-4
Zuzug,2013,4,Ausländer,M,9,Asien,Taiwan (Chinesisches Taipei),Unbekannt,NA,Schweiz,Schweiz,BS,Rosental,2013-4
Zuzug,2013,4,Ausländer,W,9,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Riehen,2013-4
Zuzug,2013,4,Ausländer,M,9,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Gundeldingen,2013-4
Wegzug,2013,4,Ausländer,M,9,Schweiz,Schweiz,BS,Am Ring,Afrika,Mali,Ausland,NA,2013-4
Zuzug,2013,4,Ausländer,M,9,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2013-4
Wegzug,2013,4,Ausländer,W,9,Schweiz,Schweiz,BS,Iselin,Europa (ohne Schweiz),Frankreich,Ausland,NA,2013-4
Wegzug,2013,4,Ausländer,M,10,Schweiz,Schweiz,BS,Breite,Schweiz,Schweiz,AG,NA,2013-4
Wegzug,2013,4,Ausländer,M,10,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,BL,NA,2013-4
Zuzug,2013,4,Ausländer,W,10,Europa (ohne Schweiz),Ungarn,Unbekannt,NA,Schweiz,Schweiz,BS,Klybeck,2013-4
Zuzug,2013,4,Ausländer,W,10,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,Rosental,2013-4
Zuzug,2013,4,Ausländer,M,10,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Am Ring,2013-4
Wegzug,2013,4,Schweizer,W,10,Schweiz,Schweiz,BS,Klybeck,Schweiz,Schweiz,SO,NA,2013-4
Zuzug,2013,4,Ausländer,M,10,Schweiz,Schweiz,VD,NA,Schweiz,Schweiz,BS,Riehen,2013-4
Wegzug,2013,4,Ausländer,W,11,Schweiz,Schweiz,BS,Klybeck,unbekannt,unbekannt,unbekannt,NA,2013-4
Wegzug,2013,4,Ausländer,W,11,Schweiz,Schweiz,BS,Matthäus,Europa (ohne Schweiz),Norwegen,Ausland,NA,2013-4
Zuzug,2013,4,Ausländer,W,12,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,St. Alban,2013-4
Zuzug,2013,4,Ausländer,W,12,Schweiz,Schweiz,VD,NA,Schweiz,Schweiz,BS,Riehen,2013-4
Zuzug,2013,4,Ausländer,M,12,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2013-4
Zuzug,2013,4,Schweizer,M,12,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Iselin,2013-4
Wegzug,2013,4,Ausländer,M,13,Schweiz,Schweiz,BS,Am Ring,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Ausländer,W,13,Schweiz,Schweiz,BS,Matthäus,Asien,Indien,Ausland,NA,2013-4
Zuzug,2013,4,Ausländer,W,13,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Riehen,2013-4
Zuzug,2013,4,Ausländer,M,13,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Gundeldingen,2013-4
Zuzug,2013,4,Ausländer,W,13,Europa (ohne Schweiz),Bosnien-Herzegowina,Unbekannt,NA,Schweiz,Schweiz,BS,St. Alban,2013-4
Wegzug,2013,4,Ausländer,M,14,Schweiz,Schweiz,BS,Breite,Europa (ohne Schweiz),Deutschland,Ausland,NA,2013-4
Zuzug,2013,4,Schweizer,W,14,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Iselin,2013-4
Zuzug,2013,4,Ausländer,W,14,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,St. Johann,2013-4
Zuzug,2013,4,Ausländer,M,14,Asien,Thailand,Unbekannt,NA,Schweiz,Schweiz,BS,Riehen,2013-4
Zuzug,2013,4,Ausländer,M,15,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Riehen,2013-4
Zuzug,2013,4,Schweizer,W,15,Schweiz,Schweiz,ZH,NA,Schweiz,Schweiz,BS,Riehen,2013-4
Zuzug,2013,4,Ausländer,M,15,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,St. Alban,2013-4
Zuzug,2013,4,Schweizer,M,15,Schweiz,Schweiz,SO,NA,Schweiz,Schweiz,BS,Am Ring,2013-4
Zuzug,2013,4,Ausländer,M,15,Lateinamerika und Karibik,Brasilien,Unbekannt,NA,Schweiz,Schweiz,BS,Clara,2013-4
Wegzug,2013,4,Ausländer,M,15,Schweiz,Schweiz,BS,Vorstädte,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Ausländer,M,16,Schweiz,Schweiz,BS,Gundeldingen,Europa (ohne Schweiz),Frankreich,Ausland,NA,2013-4
Zuzug,2013,4,Schweizer,M,16,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,St. Johann,2013-4
Wegzug,2013,4,Schweizer,W,16,Schweiz,Schweiz,BS,Bachletten,unbekannt,unbekannt,unbekannt,NA,2013-4
Wegzug,2013,4,Ausländer,W,16,Schweiz,Schweiz,BS,Breite,Schweiz,Schweiz,AG,NA,2013-4
Wegzug,2013,4,Schweizer,M,17,Schweiz,Schweiz,BS,Iselin,Schweiz,Schweiz,BL,NA,2013-4
Wegzug,2013,4,Ausländer,M,18,Schweiz,Schweiz,BS,Vorstädte,Schweiz,Schweiz,BL,NA,2013-4
Zuzug,2013,4,Ausländer,M,18,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,Bachletten,2013-4
Zuzug,2013,4,Schweizer,M,18,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,St. Johann,2013-4
Zuzug,2013,4,Ausländer,W,18,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2013-4
Zuzug,2013,4,Ausländer,M,18,Europa (ohne Schweiz),Portugal,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2013-4
Zuzug,2013,4,Ausländer,W,18,Afrika,Eritrea,Unbekannt,NA,Schweiz,Schweiz,BS,Gundeldingen,2013-4
Zuzug,2013,4,Schweizer,M,18,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Wettstein,2013-4
Zuzug,2013,4,Schweizer,M,18,Schweiz,Schweiz,AG,NA,Schweiz,Schweiz,BS,Altstadt Grossbasel,2013-4
