Wanderungstyp,Jahr,Monat,Staatsangehoerigkeit,Geschlecht,Alter,VonKontinent,VonLand,VonKanton,VonWohnviertel,NachKontinent,NachLand,NachKanton,NachWohnviertel,Jahr_Monat
Wegzug,2021,12,Schweizer,W,2,Schweiz,Schweiz,BS,Gundeldingen,Ozeanien,Australien,Ausland,NA,2021-12
Wegzug,2021,12,Ausländer,M,2,Schweiz,Schweiz,BS,Iselin,unbekannt,unbekannt,unbekannt,NA,2021-12
Wegzug,2021,12,Schweizer,W,2,Schweiz,Schweiz,BS,Rosental,Afrika,Tunesien,Ausland,NA,2021-12
Wegzug,2021,12,Ausländer,W,2,Schweiz,Schweiz,BS,Wettstein,Schweiz,Schweiz,BL,NA,2021-12
Wegzug,2021,12,Schweizer,M,2,Schweiz,Schweiz,BS,St. Alban,Schweiz,Schweiz,ZH,NA,2021-12
Wegzug,2021,12,Schweizer,M,2,Schweiz,Schweiz,BS,Matthäus,Schweiz,Schweiz,ZH,NA,2021-12
Wegzug,2021,12,Ausländer,W,2,Schweiz,Schweiz,BS,Gotthelf,Afrika,Tansania,Ausland,NA,2021-12
Wegzug,2021,12,Schweizer,M,2,Schweiz,Schweiz,BS,Clara,Schweiz,Schweiz,BL,NA,2021-12
Wegzug,2021,12,Schweizer,M,2,Schweiz,Schweiz,BS,Wettstein,Schweiz,Schweiz,BL,NA,2021-12
Wegzug,2021,12,Ausländer,M,2,Schweiz,Schweiz,BS,Klybeck,Europa (ohne Schweiz),Portugal,Ausland,NA,2021-12
Wegzug,2021,12,Schweizer,W,2,Schweiz,Schweiz,BS,Gundeldingen,Ozeanien,Australien,Ausland,NA,2021-12
Wegzug,2021,12,Schweizer,W,2,Schweiz,Schweiz,BS,Gundeldingen,Ozeanien,Australien,Ausland,NA,2021-12
Zuzug,2021,12,Ausländer,M,3,Lateinamerika und Karibik,Brasilien,Unbekannt,NA,Schweiz,Schweiz,BS,Am Ring,2021-12
Zuzug,2021,12,Ausländer,M,3,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2021-12
Zuzug,2021,12,Ausländer,W,3,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,Riehen,2021-12
Wegzug,2021,12,Schweizer,W,3,Schweiz,Schweiz,BS,Gundeldingen,Schweiz,Schweiz,BL,NA,2021-12
Wegzug,2021,12,Ausländer,M,3,Schweiz,Schweiz,BS,Clara,Asien,Indien,Ausland,NA,2021-12
Wegzug,2021,12,Schweizer,M,3,Schweiz,Schweiz,BS,Matthäus,Schweiz,Schweiz,BL,NA,2021-12
Wegzug,2021,12,Ausländer,M,3,Schweiz,Schweiz,BS,Riehen,Europa (ohne Schweiz),Weissrussland,Ausland,NA,2021-12
Wegzug,2021,12,Ausländer,M,3,Schweiz,Schweiz,BS,Iselin,Schweiz,Schweiz,BL,NA,2021-12
Zuzug,2021,12,Ausländer,W,3,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,St. Alban,2021-12
Zuzug,2021,12,Ausländer,W,3,Europa (ohne Schweiz),Nordmazedonien,Unbekannt,NA,Schweiz,Schweiz,BS,Klybeck,2021-12
Zuzug,2021,12,Ausländer,W,3,Europa (ohne Schweiz),Nordmazedonien,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2021-12
Wegzug,2021,12,Ausländer,M,3,Schweiz,Schweiz,BS,Rosental,Asien,Singapur,Ausland,NA,2021-12
Wegzug,2021,12,Schweizer,W,3,Schweiz,Schweiz,BS,St. Johann,Schweiz,Schweiz,SO,NA,2021-12
Wegzug,2021,12,Schweizer,W,3,Schweiz,Schweiz,BS,Bachletten,Schweiz,Schweiz,BL,NA,2021-12
Zuzug,2021,12,Ausländer,M,4,Europa (ohne Schweiz),Frankreich,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2021-12
Wegzug,2021,12,Ausländer,W,4,Schweiz,Schweiz,BS,Riehen,Europa (ohne Schweiz),Grossbritannien,Ausland,NA,2021-12
Wegzug,2021,12,Schweizer,W,4,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,BL,NA,2021-12
Wegzug,2021,12,Ausländer,W,4,Schweiz,Schweiz,BS,Matthäus,Lateinamerika und Karibik,Ecuador,Ausland,NA,2021-12
Wegzug,2021,12,Schweizer,M,4,Schweiz,Schweiz,BS,Rosental,Afrika,Tunesien,Ausland,NA,2021-12
Zuzug,2021,12,Schweizer,W,4,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Kleinhüningen,2021-12
Wegzug,2021,12,Ausländer,M,4,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,BL,NA,2021-12
Wegzug,2021,12,Ausländer,W,4,Schweiz,Schweiz,BS,Am Ring,Nordamerika,Vereinigte Staaten von Amerika,Ausland,NA,2021-12
Wegzug,2021,12,Ausländer,W,4,Schweiz,Schweiz,BS,Gundeldingen,Europa (ohne Schweiz),Deutschland,Ausland,NA,2021-12
Zuzug,2021,12,Ausländer,W,5,Schweiz,Schweiz,BE,NA,Schweiz,Schweiz,BS,Vorstädte,2021-12
Wegzug,2021,12,Ausländer,M,5,Schweiz,Schweiz,BS,Iselin,unbekannt,unbekannt,unbekannt,NA,2021-12
Wegzug,2021,12,Schweizer,M,5,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,BL,NA,2021-12
Wegzug,2021,12,Ausländer,M,5,Schweiz,Schweiz,BS,Gotthelf,Afrika,Tansania,Ausland,NA,2021-12
Wegzug,2021,12,Schweizer,W,5,Schweiz,Schweiz,BS,Riehen,Schweiz,Schweiz,BL,NA,2021-12
Wegzug,2021,12,Schweizer,W,5,Schweiz,Schweiz,BS,Gundeldingen,Ozeanien,Australien,Ausland,NA,2021-12
Zuzug,2021,12,Ausländer,M,5,Asien,Vereinigte Arabische Emirate,Unbekannt,NA,Schweiz,Schweiz,BS,St. Alban,2021-12
Zuzug,2021,12,Ausländer,M,5,Schweiz,Schweiz,SO,NA,Schweiz,Schweiz,BS,Am Ring,2021-12
Zuzug,2021,12,Ausländer,W,5,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,Riehen,2021-12
Wegzug,2021,12,Schweizer,W,5,Schweiz,Schweiz,BS,Bachletten,Schweiz,Schweiz,LU,NA,2021-12
Zuzug,2021,12,Ausländer,W,6,Europa (ohne Schweiz),Nordmazedonien,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2021-12
Wegzug,2021,12,Ausländer,M,6,Schweiz,Schweiz,BS,Iselin,unbekannt,unbekannt,unbekannt,NA,2021-12
Wegzug,2021,12,Schweizer,W,6,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,BL,NA,2021-12
Wegzug,2021,12,Schweizer,W,6,Schweiz,Schweiz,BS,St. Johann,Lateinamerika und Karibik,Brasilien,Ausland,NA,2021-12
Wegzug,2021,12,Ausländer,M,6,Schweiz,Schweiz,BS,Bruderholz,Schweiz,Schweiz,AG,NA,2021-12
Wegzug,2021,12,Ausländer,M,6,Schweiz,Schweiz,BS,Riehen,Europa (ohne Schweiz),Grossbritannien,Ausland,NA,2021-12
Wegzug,2021,12,Ausländer,W,6,Schweiz,Schweiz,BS,Gundeldingen,Europa (ohne Schweiz),Deutschland,Ausland,NA,2021-12
Zuzug,2021,12,Ausländer,M,6,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,St. Alban,2021-12
Zuzug,2021,12,Schweizer,M,6,Schweiz,Schweiz,BE,NA,Schweiz,Schweiz,BS,Am Ring,2021-12
Wegzug,2021,12,Ausländer,W,6,Schweiz,Schweiz,BS,St. Johann,Schweiz,Schweiz,BL,NA,2021-12
Wegzug,2021,12,Schweizer,W,6,Schweiz,Schweiz,BS,Rosental,Afrika,Tunesien,Ausland,NA,2021-12
Zuzug,2021,12,Ausländer,M,7,Europa (ohne Schweiz),Türkei,Unbekannt,NA,Schweiz,Schweiz,BS,Rosental,2021-12
Wegzug,2021,12,Ausländer,M,7,Schweiz,Schweiz,BS,Am Ring,Nordamerika,Vereinigte Staaten von Amerika,Ausland,NA,2021-12
Wegzug,2021,12,Schweizer,M,8,Schweiz,Schweiz,BS,Gundeldingen,Europa (ohne Schweiz),Deutschland,Ausland,NA,2021-12
Wegzug,2021,12,Ausländer,M,8,Schweiz,Schweiz,BS,St. Alban,Schweiz,Schweiz,SG,NA,2021-12
Wegzug,2021,12,Schweizer,W,8,Schweiz,Schweiz,BS,St. Johann,Lateinamerika und Karibik,Brasilien,Ausland,NA,2021-12
Wegzug,2021,12,Schweizer,W,8,Schweiz,Schweiz,BS,St. Johann,Lateinamerika und Karibik,Brasilien,Ausland,NA,2021-12
Wegzug,2021,12,Schweizer,W,8,Schweiz,Schweiz,BS,St. Johann,Lateinamerika und Karibik,Brasilien,Ausland,NA,2021-12
Zuzug,2021,12,Ausländer,W,9,Europa (ohne Schweiz),Nordmazedonien,Unbekannt,NA,Schweiz,Schweiz,BS,Klybeck,2021-12
Zuzug,2021,12,Schweizer,M,9,Schweiz,Schweiz,BE,NA,Schweiz,Schweiz,BS,Am Ring,2021-12
Wegzug,2021,12,Ausländer,M,9,Schweiz,Schweiz,BS,St. Alban,Schweiz,Schweiz,SO,NA,2021-12
Wegzug,2021,12,Ausländer,W,9,Schweiz,Schweiz,BS,Clara,Asien,Indien,Ausland,NA,2021-12
Wegzug,2021,12,Ausländer,M,9,Schweiz,Schweiz,BS,Iselin,unbekannt,unbekannt,unbekannt,NA,2021-12
Wegzug,2021,12,Ausländer,M,9,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,BL,NA,2021-12
Wegzug,2021,12,Ausländer,W,9,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,BL,NA,2021-12
Zuzug,2021,12,Schweizer,M,9,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Altstadt Kleinbasel,2021-12
Zuzug,2021,12,Ausländer,M,9,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,Wettstein,2021-12
Zuzug,2021,12,Schweizer,W,10,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,Altstadt Grossbasel,2021-12
Zuzug,2021,12,Ausländer,W,10,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,Wettstein,2021-12
Wegzug,2021,12,Ausländer,W,10,Schweiz,Schweiz,BS,Am Ring,Nordamerika,Vereinigte Staaten von Amerika,Ausland,NA,2021-12
Wegzug,2021,12,Schweizer,W,10,Schweiz,Schweiz,BS,Rosental,Afrika,Tunesien,Ausland,NA,2021-12
Wegzug,2021,12,Ausländer,W,10,Schweiz,Schweiz,BS,Matthäus,Schweiz,Schweiz,LU,NA,2021-12
Zuzug,2021,12,Ausländer,M,10,Europa (ohne Schweiz),Frankreich,Unbekannt,NA,Schweiz,Schweiz,BS,Am Ring,2021-12
Zuzug,2021,12,Schweizer,W,10,Ozeanien,Australien,Unbekannt,NA,Schweiz,Schweiz,BS,Bruderholz,2021-12
Zuzug,2021,12,Ausländer,M,10,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,Bruderholz,2021-12
Wegzug,2021,12,Ausländer,M,11,Schweiz,Schweiz,BS,Clara,Nordamerika,Vereinigte Staaten von Amerika,Ausland,NA,2021-12
Wegzug,2021,12,Schweizer,W,11,Schweiz,Schweiz,BS,Iselin,Schweiz,Schweiz,BL,NA,2021-12
Zuzug,2021,12,Ausländer,W,11,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2021-12
Wegzug,2021,12,Ausländer,M,12,Schweiz,Schweiz,BS,St. Johann,Schweiz,Schweiz,BL,NA,2021-12
Wegzug,2021,12,Ausländer,M,12,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,BL,NA,2021-12
Wegzug,2021,12,Ausländer,M,12,Schweiz,Schweiz,BS,St. Alban,Schweiz,Schweiz,SO,NA,2021-12
Wegzug,2021,12,Schweizer,M,12,Schweiz,Schweiz,BS,St. Johann,Lateinamerika und Karibik,Mexiko,Ausland,NA,2021-12
Wegzug,2021,12,Ausländer,M,12,Schweiz,Schweiz,BS,St. Johann,Lateinamerika und Karibik,Brasilien,Ausland,NA,2021-12
Zuzug,2021,12,Ausländer,M,12,Europa (ohne Schweiz),Ukraine,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2021-12
Wegzug,2021,12,Schweizer,W,12,Schweiz,Schweiz,BS,Iselin,Afrika,Guinea,Ausland,NA,2021-12
Zuzug,2021,12,Schweizer,W,13,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Altstadt Kleinbasel,2021-12
Zuzug,2021,12,Schweizer,W,13,Nordamerika,Kanada,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2021-12
Wegzug,2021,12,Schweizer,W,13,Schweiz,Schweiz,BS,Rosental,Afrika,Tunesien,Ausland,NA,2021-12
Zuzug,2021,12,Schweizer,W,13,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,Altstadt Grossbasel,2021-12
Zuzug,2021,12,Ausländer,M,13,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2021-12
Zuzug,2021,12,Schweizer,M,13,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,St. Johann,2021-12
Wegzug,2021,12,Ausländer,M,13,Schweiz,Schweiz,BS,St. Johann,Schweiz,Schweiz,BL,NA,2021-12
Wegzug,2021,12,Ausländer,M,13,Schweiz,Schweiz,BS,Klybeck,Europa (ohne Schweiz),Portugal,Ausland,NA,2021-12
Wegzug,2021,12,Schweizer,W,13,Schweiz,Schweiz,BS,Gundeldingen,Schweiz,Schweiz,BL,NA,2021-12
Wegzug,2021,12,Schweizer,M,14,Schweiz,Schweiz,BS,Bruderholz,Nordamerika,Vereinigte Staaten von Amerika,Ausland,NA,2021-12
Wegzug,2021,12,Ausländer,M,14,Schweiz,Schweiz,BS,Gundeldingen,Schweiz,Schweiz,AG,NA,2021-12
Zuzug,2021,12,Ausländer,M,14,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,Gundeldingen,2021-12
Zuzug,2021,12,Schweizer,M,14,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2021-12
Zuzug,2021,12,Ausländer,M,14,Asien,Afghanistan,Unbekannt,NA,Schweiz,Schweiz,BS,St. Alban,2021-12
Zuzug,2021,12,Ausländer,M,15,Europa (ohne Schweiz),Italien,Unbekannt,NA,Schweiz,Schweiz,BS,Iselin,2021-12
Zuzug,2021,12,Ausländer,W,15,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,Bruderholz,2021-12
Zuzug,2021,12,Ausländer,M,15,Asien,Afghanistan,Unbekannt,NA,Schweiz,Schweiz,BS,Rosental,2021-12
Zuzug,2021,12,Schweizer,W,15,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Hirzbrunnen,2021-12
Wegzug,2021,12,Schweizer,W,15,Schweiz,Schweiz,BS,Bruderholz,Schweiz,Schweiz,BL,NA,2021-12
Wegzug,2021,12,Ausländer,M,15,Schweiz,Schweiz,BS,St. Johann,Lateinamerika und Karibik,Brasilien,Ausland,NA,2021-12
Zuzug,2021,12,Ausländer,M,15,Asien,Georgien,Unbekannt,NA,Schweiz,Schweiz,BS,St. Alban,2021-12
Zuzug,2021,12,Ausländer,W,15,Asien,Philippinen,Unbekannt,NA,Schweiz,Schweiz,BS,Rosental,2021-12
Zuzug,2021,12,Ausländer,M,15,Europa (ohne Schweiz),Belgien,Unbekannt,NA,Schweiz,Schweiz,BS,Clara,2021-12
Wegzug,2021,12,Schweizer,M,15,Schweiz,Schweiz,BS,Riehen,Europa (ohne Schweiz),Weissrussland,Ausland,NA,2021-12
Zuzug,2021,12,Schweizer,W,16,Schweiz,Schweiz,AG,NA,Schweiz,Schweiz,BS,Kleinhüningen,2021-12
Wegzug,2021,12,Schweizer,W,16,Schweiz,Schweiz,BS,Bruderholz,Europa (ohne Schweiz),Spanien,Ausland,NA,2021-12
Zuzug,2021,12,Schweizer,M,16,Lateinamerika und Karibik,Chile,Unbekannt,NA,Schweiz,Schweiz,BS,Gundeldingen,2021-12
Zuzug,2021,12,Ausländer,W,16,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,St. Johann,2021-12
Zuzug,2021,12,Ausländer,W,16,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,Vorstädte,2021-12
Zuzug,2021,12,Ausländer,W,16,Asien,Georgien,Unbekannt,NA,Schweiz,Schweiz,BS,St. Alban,2021-12
Zuzug,2021,12,Schweizer,M,16,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,St. Johann,2021-12
Zuzug,2021,12,Schweizer,W,16,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,St. Johann,2021-12
Zuzug,2021,12,Ausländer,M,17,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2021-12
Zuzug,2021,12,Schweizer,M,17,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Iselin,2021-12
Zuzug,2021,12,Ausländer,W,17,Europa (ohne Schweiz),Italien,Unbekannt,NA,Schweiz,Schweiz,BS,Vorstädte,2021-12
Zuzug,2021,12,Ausländer,W,17,Europa (ohne Schweiz),Bosnien-Herzegowina,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2021-12
Wegzug,2021,12,Ausländer,W,17,Schweiz,Schweiz,BS,Gundeldingen,Europa (ohne Schweiz),Deutschland,Ausland,NA,2021-12
Zuzug,2021,12,Ausländer,W,17,Europa (ohne Schweiz),Italien,Unbekannt,NA,Schweiz,Schweiz,BS,Iselin,2021-12
Zuzug,2021,12,Schweizer,M,17,Schweiz,Schweiz,GR,NA,Schweiz,Schweiz,BS,Altstadt Grossbasel,2021-12
Zuzug,2021,12,Ausländer,W,17,Europa (ohne Schweiz),Nordmazedonien,Unbekannt,NA,Schweiz,Schweiz,BS,Klybeck,2021-12
Zuzug,2021,12,Schweizer,W,18,Schweiz,Schweiz,SO,NA,Schweiz,Schweiz,BS,Am Ring,2021-12
Zuzug,2021,12,Schweizer,M,18,Schweiz,Schweiz,AG,NA,Schweiz,Schweiz,BS,St. Alban,2021-12
Wegzug,2021,12,Ausländer,M,18,Schweiz,Schweiz,BS,Gundeldingen,Schweiz,Schweiz,BL,NA,2021-12
Wegzug,2021,12,Schweizer,M,18,Schweiz,Schweiz,BS,Hirzbrunnen,Schweiz,Schweiz,AG,NA,2021-12
Wegzug,2021,12,Ausländer,M,18,Schweiz,Schweiz,BS,Clara,Europa (ohne Schweiz),Deutschland,Ausland,NA,2021-12
Wegzug,2021,12,Schweizer,M,18,Schweiz,Schweiz,BS,Riehen,Europa (ohne Schweiz),Grossbritannien,Ausland,NA,2021-12
Zuzug,2021,12,Ausländer,W,18,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Breite,2021-12
Zuzug,2021,12,Schweizer,M,18,Schweiz,Schweiz,ZH,NA,Schweiz,Schweiz,BS,Klybeck,2021-12
Zuzug,2021,12,Schweizer,M,18,Schweiz,Schweiz,AG,NA,Schweiz,Schweiz,BS,Vorstädte,2021-12
Zuzug,2021,12,Schweizer,W,18,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,St. Johann,2021-12
Zuzug,2021,12,Ausländer,M,18,Afrika,Ghana,Unbekannt,NA,Schweiz,Schweiz,BS,Breite,2021-12
Wegzug,2021,12,Ausländer,W,18,Schweiz,Schweiz,BS,Vorstädte,unbekannt,unbekannt,unbekannt,NA,2021-12
Wegzug,2021,12,Schweizer,W,18,Schweiz,Schweiz,BS,Iselin,Schweiz,Schweiz,BL,NA,2021-12
Wegzug,2021,12,Schweizer,M,18,Schweiz,Schweiz,BS,Breite,Schweiz,Schweiz,BE,NA,2021-12
Zuzug,2021,12,Ausländer,W,19,Europa (ohne Schweiz),Frankreich,Unbekannt,NA,Schweiz,Schweiz,BS,Wettstein,2021-12
Zuzug,2021,12,Ausländer,W,19,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Kleinhüningen,2021-12
Zuzug,2021,12,Ausländer,M,19,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,Gundeldingen,2021-12
Zuzug,2021,12,Ausländer,W,19,Schweiz,Schweiz,AI,NA,Schweiz,Schweiz,BS,Iselin,2021-12
Zuzug,2021,12,Schweizer,W,19,Europa (ohne Schweiz),Frankreich,Unbekannt,NA,Schweiz,Schweiz,BS,Rosental,2021-12
Wegzug,2021,12,Schweizer,W,19,Schweiz,Schweiz,BS,Wettstein,unbekannt,unbekannt,unbekannt,NA,2021-12
Wegzug,2021,12,Ausländer,M,19,Schweiz,Schweiz,BS,Bettingen,Europa (ohne Schweiz),Deutschland,Ausland,NA,2021-12
Wegzug,2021,12,Ausländer,W,19,Schweiz,Schweiz,BS,Vorstädte,Europa (ohne Schweiz),Belgien,Ausland,NA,2021-12
Wegzug,2021,12,Ausländer,W,19,Schweiz,Schweiz,BS,Am Ring,Asien,Libanon,Ausland,NA,2021-12
Wegzug,2021,12,Ausländer,M,19,Schweiz,Schweiz,BS,Gundeldingen,Europa (ohne Schweiz),Deutschland,Ausland,NA,2021-12
Wegzug,2021,12,Schweizer,W,19,Schweiz,Schweiz,BS,Hirzbrunnen,Schweiz,Schweiz,VD,NA,2021-12
Wegzug,2021,12,Schweizer,M,19,Schweiz,Schweiz,BS,Bachletten,Schweiz,Schweiz,SO,NA,2021-12
Wegzug,2021,12,Schweizer,W,19,Schweiz,Schweiz,BS,Am Ring,Schweiz,Schweiz,LU,NA,2021-12
