JahrMonat,Wanderungstyp,Jahr,Monat,Staatsangehoerigkeit,Geschlecht,Alter,VonKontinent,VonLand,VonKanton,VonWohnviertel,NachKontinent,NachLand,NachKanton,NachWohnviertel,StartKarte,StartRegion,EndKarte,EndRegion
2007-1,Zuzug,2007,1,Schweizer,W,0,Schweiz,Schweiz,VS,NA,Schweiz,Schweiz,BS,Iselin,Switzerland,Valais,Basel,Iselin
2007-1,Wegzug,2007,1,Schweizer,W,0,Schweiz,Schweiz,BS,Gundeldingen,Asien,China,Ausland,NA,Basel,Gundeldingen,world,China
2007-1,Wegzug,2007,1,Ausländer,M,1,Schweiz,Schweiz,BS,Matthäus,Schweiz,Schweiz,SO,NA,Basel,Matthäus,Switzerland,Solothurn
2007-1,Zuzug,2007,1,Schweizer,M,1,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Bruderholz,Switzerland,Basel-Landschaft,Basel,Bruderholz
2007-1,Zuzug,2007,1,Ausländer,M,1,Schweiz,Schweiz,ZH,NA,Schweiz,Schweiz,BS,Iselin,Switzerland,Zürich,Basel,Iselin
2007-1,Wegzug,2007,1,Schweizer,M,1,Schweiz,Schweiz,BS,Hirzbrunnen,Schweiz,Schweiz,BL,NA,Basel,Hirzbrunnen,Switzerland,Basel-Landschaft
2007-1,Wegzug,2007,1,Ausländer,M,1,Schweiz,Schweiz,BS,St. Johann,Schweiz,Schweiz,GE,NA,Basel,St. Johann,Switzerland,Genève
2007-1,Wegzug,2007,1,Ausländer,M,1,Schweiz,Schweiz,BS,Hirzbrunnen,Lateinamerika und Karibik,Brasilien,Ausland,NA,Basel,Hirzbrunnen,world,Brazil
2007-1,Wegzug,2007,1,Ausländer,W,1,Schweiz,Schweiz,BS,Bruderholz,Ozeanien,Australien,Ausland,NA,Basel,Bruderholz,world,Australia
2007-1,Wegzug,2007,1,Ausländer,W,1,Schweiz,Schweiz,BS,Bachletten,Nordamerika,Vereinigte Staaten von Amerika,Ausland,NA,Basel,Bachletten,world,United States of America
2007-1,Zuzug,2007,1,Ausländer,M,1,Europa (ohne Schweiz),Deutschland,NA,NA,Schweiz,Schweiz,BS,Breite,Europe,Germany,Basel,Breite
2007-1,Zuzug,2007,1,Ausländer,W,1,Schweiz,Schweiz,VD,NA,Schweiz,Schweiz,BS,St. Alban,Switzerland,Vaud,Basel,St. Alban
2007-1,Zuzug,2007,1,Schweizer,W,1,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Bruderholz,Switzerland,Basel-Landschaft,Basel,Bruderholz
2007-1,Zuzug,2007,1,Schweizer,W,1,Schweiz,Schweiz,ZH,NA,Schweiz,Schweiz,BS,St. Johann,Switzerland,Zürich,Basel,St. Johann
2007-1,Zuzug,2007,1,Ausländer,W,1,Europa (ohne Schweiz),Dänemark,NA,NA,Schweiz,Schweiz,BS,Gundeldingen,Europe,Denmark,Basel,Gundeldingen
2007-1,Zuzug,2007,1,Ausländer,W,1,Europa (ohne Schweiz),Bulgarien,NA,NA,Schweiz,Schweiz,BS,Iselin,Europe,Bulgaria,Basel,Iselin
2007-1,Zuzug,2007,1,Ausländer,W,1,Nordamerika,Vereinigte Staaten von Amerika,NA,NA,Schweiz,Schweiz,BS,Am Ring,world,United States of America,Basel,Am Ring
2007-1,Zuzug,2007,1,Ausländer,W,1,Europa (ohne Schweiz),Deutschland,NA,NA,Schweiz,Schweiz,BS,Vorstädte,Europe,Germany,Basel,Vorstädte
2007-1,Zuzug,2007,1,Ausländer,M,1,Europa (ohne Schweiz),Irland,NA,NA,Schweiz,Schweiz,BS,Vorstädte,Europe,Ireland,Basel,Vorstädte
2007-1,Wegzug,2007,1,Ausländer,M,1,Schweiz,Schweiz,BS,Clara,Europa (ohne Schweiz),Spanien,Ausland,NA,Basel,Clara,Europe,Spain
2007-1,Wegzug,2007,1,Ausländer,M,2,Schweiz,Schweiz,BS,Matthäus,Europa (ohne Schweiz),Deutschland,Ausland,NA,Basel,Matthäus,Europe,Germany
2007-1,Wegzug,2007,1,Schweizer,M,2,Schweiz,Schweiz,BS,Bruderholz,Schweiz,Schweiz,BE,NA,Basel,Bruderholz,Switzerland,Bern
2007-1,Wegzug,2007,1,Schweizer,W,2,Schweiz,Schweiz,BS,Breite,Schweiz,Schweiz,BL,NA,Basel,Breite,Switzerland,Basel-Landschaft
