Wanderungstyp,Jahr,Monat,Staatsangehoerigkeit,Geschlecht,Alter,VonKontinent,VonLand,VonKanton,VonWohnviertel,NachKontinent,NachLand,NachKanton,NachWohnviertel,Jahr_Monat
Wegzug,2017,10,Schweizer,M,2,Schweiz,Schweiz,BS,Vorstädte,Schweiz,Schweiz,BL,NA,2017-10
Wegzug,2017,10,Schweizer,M,2,Schweiz,Schweiz,BS,Gundeldingen,Schweiz,Schweiz,BL,NA,2017-10
Wegzug,2017,10,Ausländer,W,2,Schweiz,Schweiz,BS,Matthäus,unbekannt,unbekannt,unbekannt,NA,2017-10
Zuzug,2017,10,Ausländer,M,2,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Riehen,2017-10
Zuzug,2017,10,Ausländer,M,2,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Riehen,2017-10
Zuzug,2017,10,Ausländer,W,3,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Clara,2017-10
Zuzug,2017,10,Ausländer,M,3,Europa (ohne Schweiz),Ungarn,Unbekannt,NA,Schweiz,Schweiz,BS,Gundeldingen,2017-10
Zuzug,2017,10,Ausländer,W,3,Schweiz,Schweiz,LU,NA,Schweiz,Schweiz,BS,Gotthelf,2017-10
Zuzug,2017,10,Schweizer,W,3,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Bruderholz,2017-10
Wegzug,2017,10,Schweizer,M,3,Schweiz,Schweiz,BS,Kleinhüningen,Schweiz,Schweiz,SO,NA,2017-10
Wegzug,2017,10,Ausländer,W,3,Schweiz,Schweiz,BS,Am Ring,Asien,Indien,Ausland,NA,2017-10
Wegzug,2017,10,Schweizer,W,3,Schweiz,Schweiz,BS,Matthäus,Asien,Vereinigte Arabische Emirate,Ausland,NA,2017-10
Wegzug,2017,10,Schweizer,W,3,Schweiz,Schweiz,BS,Hirzbrunnen,Schweiz,Schweiz,SO,NA,2017-10
Wegzug,2017,10,Ausländer,M,3,Schweiz,Schweiz,BS,Vorstädte,Schweiz,Schweiz,ZG,NA,2017-10
Wegzug,2017,10,Schweizer,M,3,Schweiz,Schweiz,BS,St. Alban,Schweiz,Schweiz,ZH,NA,2017-10
Wegzug,2017,10,Schweizer,M,3,Schweiz,Schweiz,BS,Bachletten,Asien,Pakistan,Ausland,NA,2017-10
Zuzug,2017,10,Ausländer,M,3,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,Gundeldingen,2017-10
Zuzug,2017,10,Ausländer,M,3,Schweiz,Schweiz,ZH,NA,Schweiz,Schweiz,BS,Riehen,2017-10
Zuzug,2017,10,Schweizer,M,3,Schweiz,Schweiz,AG,NA,Schweiz,Schweiz,BS,Riehen,2017-10
Zuzug,2017,10,Schweizer,W,3,Schweiz,Schweiz,AG,NA,Schweiz,Schweiz,BS,Gundeldingen,2017-10
Zuzug,2017,10,Ausländer,W,3,Lateinamerika und Karibik,Mexiko,Unbekannt,NA,Schweiz,Schweiz,BS,Rosental,2017-10
Zuzug,2017,10,Ausländer,M,3,Europa (ohne Schweiz),Grossbritannien,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2017-10
Zuzug,2017,10,Ausländer,W,3,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2017-10
Zuzug,2017,10,Ausländer,M,3,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Rosental,2017-10
Wegzug,2017,10,Ausländer,M,3,Schweiz,Schweiz,BS,St. Alban,Europa (ohne Schweiz),Serbien,Ausland,NA,2017-10
Wegzug,2017,10,Schweizer,W,3,Schweiz,Schweiz,BS,Bachletten,Schweiz,Schweiz,ZH,NA,2017-10
Wegzug,2017,10,Schweizer,W,3,Schweiz,Schweiz,BS,Hirzbrunnen,Schweiz,Schweiz,SO,NA,2017-10
Wegzug,2017,10,Schweizer,W,3,Schweiz,Schweiz,BS,Hirzbrunnen,Schweiz,Schweiz,SO,NA,2017-10
Zuzug,2017,10,Ausländer,W,4,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,St. Alban,2017-10
Zuzug,2017,10,Ausländer,M,4,Europa (ohne Schweiz),Russland,Unbekannt,NA,Schweiz,Schweiz,BS,St. Alban,2017-10
Wegzug,2017,10,Ausländer,W,4,Schweiz,Schweiz,BS,Matthäus,Asien,Indien,Ausland,NA,2017-10
Wegzug,2017,10,Ausländer,M,4,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,BL,NA,2017-10
Wegzug,2017,10,Ausländer,W,4,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,SO,NA,2017-10
Wegzug,2017,10,Ausländer,W,4,Schweiz,Schweiz,BS,Matthäus,Europa (ohne Schweiz),Portugal,Ausland,NA,2017-10
Wegzug,2017,10,Ausländer,W,4,Schweiz,Schweiz,BS,Iselin,Europa (ohne Schweiz),Deutschland,Ausland,NA,2017-10
Wegzug,2017,10,Ausländer,M,4,Schweiz,Schweiz,BS,Altstadt Kleinbasel,Europa (ohne Schweiz),Italien,Ausland,NA,2017-10
Zuzug,2017,10,Schweizer,W,4,Europa (ohne Schweiz),Italien,Unbekannt,NA,Schweiz,Schweiz,BS,Kleinhüningen,2017-10
Zuzug,2017,10,Ausländer,W,4,Europa (ohne Schweiz),Grossbritannien,Unbekannt,NA,Schweiz,Schweiz,BS,Gundeldingen,2017-10
Zuzug,2017,10,Ausländer,W,4,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2017-10
Zuzug,2017,10,Ausländer,M,4,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,Rosental,2017-10
Wegzug,2017,10,Ausländer,W,4,Schweiz,Schweiz,BS,Rosental,Europa (ohne Schweiz),Schweden,Ausland,NA,2017-10
Zuzug,2017,10,Ausländer,W,5,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Rosental,2017-10
Zuzug,2017,10,Ausländer,M,5,Europa (ohne Schweiz),Serbien,Unbekannt,NA,Schweiz,Schweiz,BS,Klybeck,2017-10
Zuzug,2017,10,Schweizer,W,5,Europa (ohne Schweiz),Weissrussland,Unbekannt,NA,Schweiz,Schweiz,BS,Hirzbrunnen,2017-10
Wegzug,2017,10,Ausländer,M,5,Schweiz,Schweiz,BS,St. Alban,Europa (ohne Schweiz),Italien,Ausland,NA,2017-10
Wegzug,2017,10,Schweizer,W,5,Schweiz,Schweiz,BS,Breite,Schweiz,Schweiz,BE,NA,2017-10
Zuzug,2017,10,Ausländer,M,5,Schweiz,Schweiz,LU,NA,Schweiz,Schweiz,BS,Gotthelf,2017-10
Zuzug,2017,10,Ausländer,W,5,Europa (ohne Schweiz),Italien,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2017-10
Wegzug,2017,10,Ausländer,W,5,Schweiz,Schweiz,BS,St. Johann,Schweiz,Schweiz,BL,NA,2017-10
Wegzug,2017,10,Ausländer,M,5,Schweiz,Schweiz,BS,Gundeldingen,Asien,Indien,Ausland,NA,2017-10
Wegzug,2017,10,Schweizer,W,5,Schweiz,Schweiz,BS,Am Ring,Schweiz,Schweiz,BL,NA,2017-10
Zuzug,2017,10,Schweizer,W,6,Schweiz,Schweiz,AG,NA,Schweiz,Schweiz,BS,Hirzbrunnen,2017-10
Zuzug,2017,10,Ausländer,M,6,Europa (ohne Schweiz),Grossbritannien,Unbekannt,NA,Schweiz,Schweiz,BS,Wettstein,2017-10
Wegzug,2017,10,Schweizer,M,6,Schweiz,Schweiz,BS,Hirzbrunnen,Schweiz,Schweiz,SO,NA,2017-10
Wegzug,2017,10,Ausländer,W,6,Schweiz,Schweiz,BS,Matthäus,unbekannt,unbekannt,unbekannt,NA,2017-10
Zuzug,2017,10,Schweizer,M,6,Europa (ohne Schweiz),Italien,Unbekannt,NA,Schweiz,Schweiz,BS,Kleinhüningen,2017-10
Zuzug,2017,10,Ausländer,M,6,Europa (ohne Schweiz),Polen,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2017-10
Wegzug,2017,10,Ausländer,W,6,Schweiz,Schweiz,BS,Riehen,Nordamerika,Vereinigte Staaten von Amerika,Ausland,NA,2017-10
Zuzug,2017,10,Ausländer,W,7,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,Riehen,2017-10
Wegzug,2017,10,Ausländer,W,7,Schweiz,Schweiz,BS,Rosental,Asien,Indien,Ausland,NA,2017-10
Wegzug,2017,10,Ausländer,M,7,Schweiz,Schweiz,BS,Am Ring,Asien,Indien,Ausland,NA,2017-10
Wegzug,2017,10,Ausländer,W,7,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,BL,NA,2017-10
Wegzug,2017,10,Schweizer,M,7,Schweiz,Schweiz,BS,Bachletten,Schweiz,Schweiz,ZH,NA,2017-10
Wegzug,2017,10,Ausländer,W,7,Schweiz,Schweiz,BS,St. Johann,Schweiz,Schweiz,BL,NA,2017-10
Wegzug,2017,10,Ausländer,W,7,Schweiz,Schweiz,BS,Vorstädte,Schweiz,Schweiz,ZG,NA,2017-10
Zuzug,2017,10,Ausländer,M,7,Schweiz,Schweiz,ZG,NA,Schweiz,Schweiz,BS,Am Ring,2017-10
Zuzug,2017,10,Ausländer,M,7,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Riehen,2017-10
Wegzug,2017,10,Ausländer,W,7,Schweiz,Schweiz,BS,Gundeldingen,Schweiz,Schweiz,ZH,NA,2017-10
Wegzug,2017,10,Ausländer,W,8,Schweiz,Schweiz,BS,St. Johann,Schweiz,Schweiz,BL,NA,2017-10
Wegzug,2017,10,Schweizer,M,8,Schweiz,Schweiz,BS,Hirzbrunnen,Schweiz,Schweiz,SO,NA,2017-10
Zuzug,2017,10,Schweizer,M,8,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Riehen,2017-10
Zuzug,2017,10,Ausländer,W,8,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2017-10
Zuzug,2017,10,Ausländer,W,8,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,Klybeck,2017-10
Zuzug,2017,10,Ausländer,W,8,Europa (ohne Schweiz),Polen,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2017-10
Zuzug,2017,10,Ausländer,M,8,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Rosental,2017-10
Zuzug,2017,10,Ausländer,W,9,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2017-10
Wegzug,2017,10,Ausländer,M,9,Schweiz,Schweiz,BS,Bruderholz,Schweiz,Schweiz,BL,NA,2017-10
Wegzug,2017,10,Ausländer,W,9,Schweiz,Schweiz,BS,Gundeldingen,Schweiz,Schweiz,ZH,NA,2017-10
Wegzug,2017,10,Ausländer,M,9,Schweiz,Schweiz,BS,Riehen,Nordamerika,Vereinigte Staaten von Amerika,Ausland,NA,2017-10
Wegzug,2017,10,Schweizer,M,9,Schweiz,Schweiz,BS,Bachletten,Schweiz,Schweiz,ZH,NA,2017-10
Zuzug,2017,10,Ausländer,M,9,Europa (ohne Schweiz),Italien,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2017-10
Wegzug,2017,10,Ausländer,W,9,Schweiz,Schweiz,BS,St. Johann,unbekannt,unbekannt,unbekannt,NA,2017-10
Wegzug,2017,10,Ausländer,M,9,Schweiz,Schweiz,BS,St. Alban,Europa (ohne Schweiz),Italien,Ausland,NA,2017-10
Wegzug,2017,10,Ausländer,M,10,Schweiz,Schweiz,BS,Matthäus,Europa (ohne Schweiz),Portugal,Ausland,NA,2017-10
Wegzug,2017,10,Ausländer,W,10,Schweiz,Schweiz,BS,St. Johann,Schweiz,Schweiz,BL,NA,2017-10
Wegzug,2017,10,Schweizer,M,10,Schweiz,Schweiz,BS,Bachletten,Asien,Pakistan,Ausland,NA,2017-10
Zuzug,2017,10,Schweizer,M,10,Schweiz,Schweiz,SO,NA,Schweiz,Schweiz,BS,Wettstein,2017-10
Zuzug,2017,10,Ausländer,W,10,Schweiz,Schweiz,ZG,NA,Schweiz,Schweiz,BS,Am Ring,2017-10
Zuzug,2017,10,Ausländer,M,10,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2017-10
Wegzug,2017,10,Ausländer,M,11,Schweiz,Schweiz,BS,Gundeldingen,Schweiz,Schweiz,ZH,NA,2017-10
Zuzug,2017,10,Ausländer,W,11,Europa (ohne Schweiz),Griechenland,Unbekannt,NA,Schweiz,Schweiz,BS,St. Alban,2017-10
Wegzug,2017,10,Ausländer,W,11,Schweiz,Schweiz,BS,Gundeldingen,Europa (ohne Schweiz),Türkei,Ausland,NA,2017-10
Zuzug,2017,10,Ausländer,M,12,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2017-10
Wegzug,2017,10,Ausländer,M,12,Schweiz,Schweiz,BS,Rosental,Asien,Indien,Ausland,NA,2017-10
Wegzug,2017,10,Schweizer,M,12,Schweiz,Schweiz,BS,Bruderholz,Schweiz,Schweiz,BL,NA,2017-10
Wegzug,2017,10,Schweizer,W,12,Schweiz,Schweiz,BS,Hirzbrunnen,Schweiz,Schweiz,SO,NA,2017-10
Wegzug,2017,10,Schweizer,W,12,Schweiz,Schweiz,BS,Bachletten,Asien,Pakistan,Ausland,NA,2017-10
Zuzug,2017,10,Ausländer,W,12,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Vorstädte,2017-10
Wegzug,2017,10,Ausländer,M,13,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,SO,NA,2017-10
Wegzug,2017,10,Schweizer,M,13,Schweiz,Schweiz,BS,Hirzbrunnen,Schweiz,Schweiz,SO,NA,2017-10
Wegzug,2017,10,Schweizer,M,13,Schweiz,Schweiz,BS,St. Johann,Europa (ohne Schweiz),Frankreich,Ausland,NA,2017-10
Wegzug,2017,10,Schweizer,W,13,Schweiz,Schweiz,BS,Matthäus,Schweiz,Schweiz,BL,NA,2017-10
Zuzug,2017,10,Ausländer,M,13,Europa (ohne Schweiz),Rumänien,Unbekannt,NA,Schweiz,Schweiz,BS,Riehen,2017-10
Zuzug,2017,10,Schweizer,W,13,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,St. Alban,2017-10
Zuzug,2017,10,Ausländer,W,13,Europa (ohne Schweiz),Weissrussland,Unbekannt,NA,Schweiz,Schweiz,BS,Hirzbrunnen,2017-10
Wegzug,2017,10,Ausländer,M,14,Schweiz,Schweiz,BS,St. Johann,Schweiz,Schweiz,BL,NA,2017-10
Zuzug,2017,10,Ausländer,M,14,Europa (ohne Schweiz),Griechenland,Unbekannt,NA,Schweiz,Schweiz,BS,St. Alban,2017-10
Zuzug,2017,10,Ausländer,M,14,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,Vorstädte,2017-10
Zuzug,2017,10,Schweizer,W,14,Europa (ohne Schweiz),Italien,Unbekannt,NA,Schweiz,Schweiz,BS,Bachletten,2017-10
Wegzug,2017,10,Ausländer,M,14,Schweiz,Schweiz,BS,Matthäus,Europa (ohne Schweiz),Portugal,Ausland,NA,2017-10
Zuzug,2017,10,Schweizer,M,15,Schweiz,Schweiz,AG,NA,Schweiz,Schweiz,BS,Matthäus,2017-10
Zuzug,2017,10,Ausländer,W,15,Afrika,Gambia,Unbekannt,NA,Schweiz,Schweiz,BS,Vorstädte,2017-10
Zuzug,2017,10,Schweizer,W,15,Schweiz,Schweiz,ZH,NA,Schweiz,Schweiz,BS,Am Ring,2017-10
Wegzug,2017,10,Schweizer,M,15,Schweiz,Schweiz,BS,Bruderholz,Schweiz,Schweiz,BL,NA,2017-10
Wegzug,2017,10,Schweizer,M,15,Schweiz,Schweiz,BS,Bruderholz,Schweiz,Schweiz,BL,NA,2017-10
Wegzug,2017,10,Schweizer,M,15,Schweiz,Schweiz,BS,Bruderholz,Schweiz,Schweiz,BL,NA,2017-10
Zuzug,2017,10,Schweizer,W,16,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,Riehen,2017-10
Wegzug,2017,10,Ausländer,W,16,Schweiz,Schweiz,BS,Matthäus,Schweiz,Schweiz,JU,NA,2017-10
Wegzug,2017,10,Ausländer,W,16,Schweiz,Schweiz,BS,Klybeck,Schweiz,Schweiz,SO,NA,2017-10
Zuzug,2017,10,Ausländer,M,16,Europa (ohne Schweiz),Italien,Unbekannt,NA,Schweiz,Schweiz,BS,Breite,2017-10
Wegzug,2017,10,Ausländer,W,16,Schweiz,Schweiz,BS,Klybeck,Schweiz,Schweiz,BL,NA,2017-10
Zuzug,2017,10,Schweizer,W,17,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Breite,2017-10
Zuzug,2017,10,Ausländer,W,17,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Vorstädte,2017-10
Wegzug,2017,10,Schweizer,M,17,Schweiz,Schweiz,BS,St. Johann,Schweiz,Schweiz,BL,NA,2017-10
Zuzug,2017,10,Ausländer,M,17,Schweiz,Schweiz,BE,NA,Schweiz,Schweiz,BS,Matthäus,2017-10
Zuzug,2017,10,Schweizer,M,17,Europa (ohne Schweiz),Finnland,Unbekannt,NA,Schweiz,Schweiz,BS,Am Ring,2017-10
Zuzug,2017,10,Ausländer,M,17,Europa (ohne Schweiz),Italien,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2017-10
Zuzug,2017,10,Schweizer,M,17,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,St. Alban,2017-10
Zuzug,2017,10,Schweizer,W,18,Schweiz,Schweiz,BE,NA,Schweiz,Schweiz,BS,Iselin,2017-10
Zuzug,2017,10,Ausländer,M,18,Schweiz,Schweiz,NW,NA,Schweiz,Schweiz,BS,Riehen,2017-10
Zuzug,2017,10,Schweizer,M,18,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Gundeldingen,2017-10
Zuzug,2017,10,Ausländer,W,18,Europa (ohne Schweiz),Kosovo,Unbekannt,NA,Schweiz,Schweiz,BS,Breite,2017-10
Wegzug,2017,10,Ausländer,M,18,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,BL,NA,2017-10
Wegzug,2017,10,Schweizer,W,18,Schweiz,Schweiz,BS,Altstadt Grossbasel,Schweiz,Schweiz,LU,NA,2017-10
Wegzug,2017,10,Ausländer,W,18,Schweiz,Schweiz,BS,Iselin,unbekannt,unbekannt,unbekannt,NA,2017-10
Wegzug,2017,10,Schweizer,M,18,Schweiz,Schweiz,BS,Gundeldingen,unbekannt,unbekannt,unbekannt,NA,2017-10
