Wanderungstyp,Jahr,Monat,Staatsangehoerigkeit,Geschlecht,Alter,VonKontinent,VonLand,VonKanton,VonWohnviertel,NachKontinent,NachLand,NachKanton,NachWohnviertel,year_month
Wegzug,2023,2,Schweizer,M,10,Schweiz,Schweiz,BS,Bachletten,Schweiz,Schweiz,BL,NA,2023-2
Wegzug,2023,2,Ausländer,M,10,Schweiz,Schweiz,BS,St. Johann,Schweiz,Schweiz,BL,NA,2023-2
Wegzug,2023,2,Schweizer,M,10,Schweiz,Schweiz,BS,Am Ring,Europa (ohne Schweiz),Nordmazedonien,Ausland,NA,2023-2
Zuzug,2023,2,Ausländer,W,10,Europa (ohne Schweiz),Frankreich,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2023-2
Zuzug,2023,2,Ausländer,M,10,Europa (ohne Schweiz),Slowakische Republik,Unbekannt,NA,Schweiz,Schweiz,BS,Gundeldingen,2023-2
Zuzug,2023,2,Ausländer,M,10,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Rosental,2023-2
Zuzug,2023,2,Ausländer,W,11,Europa (ohne Schweiz),Frankreich,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2023-2
Zuzug,2023,2,Ausländer,W,11,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2023-2
Zuzug,2023,2,Ausländer,W,11,Europa (ohne Schweiz),Niederlande,Unbekannt,NA,Schweiz,Schweiz,BS,Klybeck,2023-2
Zuzug,2023,2,Ausländer,M,12,Europa (ohne Schweiz),Frankreich,Unbekannt,NA,Schweiz,Schweiz,BS,Am Ring,2023-2
Wegzug,2023,2,Schweizer,M,12,Schweiz,Schweiz,BS,Am Ring,Europa (ohne Schweiz),Nordmazedonien,Ausland,NA,2023-2
Wegzug,2023,2,Schweizer,W,12,Schweiz,Schweiz,BS,Breite,Schweiz,Schweiz,BE,NA,2023-2
Wegzug,2023,2,Ausländer,M,12,Schweiz,Schweiz,BS,Iselin,Europa (ohne Schweiz),Ukraine,Ausland,NA,2023-2
Zuzug,2023,2,Schweizer,M,12,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Riehen,2023-2
Zuzug,2023,2,Schweizer,M,12,Schweiz,Schweiz,SO,NA,Schweiz,Schweiz,BS,Iselin,2023-2
Zuzug,2023,2,Ausländer,W,12,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,Am Ring,2023-2
Wegzug,2023,2,Schweizer,M,12,Schweiz,Schweiz,BS,Gotthelf,Schweiz,Schweiz,BL,NA,2023-2
Wegzug,2023,2,Schweizer,M,12,Schweiz,Schweiz,BS,Am Ring,Europa (ohne Schweiz),Nordmazedonien,Ausland,NA,2023-2
Zuzug,2023,2,Schweizer,M,13,Schweiz,Schweiz,ZH,NA,Schweiz,Schweiz,BS,Riehen,2023-2
Wegzug,2023,2,Ausländer,W,13,Schweiz,Schweiz,BS,Am Ring,Europa (ohne Schweiz),Deutschland,Ausland,NA,2023-2
Wegzug,2023,2,Ausländer,M,13,Schweiz,Schweiz,BS,Bettingen,Europa (ohne Schweiz),Spanien,Ausland,NA,2023-2
Zuzug,2023,2,Ausländer,W,14,Schweiz,Schweiz,ZG,NA,Schweiz,Schweiz,BS,Am Ring,2023-2
Zuzug,2023,2,Ausländer,M,14,Europa (ohne Schweiz),Bulgarien,Unbekannt,NA,Schweiz,Schweiz,BS,Clara,2023-2
Wegzug,2023,2,Schweizer,M,14,Schweiz,Schweiz,BS,Gotthelf,Schweiz,Schweiz,BL,NA,2023-2
Zuzug,2023,2,Ausländer,W,14,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,Am Ring,2023-2
Zuzug,2023,2,Ausländer,W,14,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2023-2
Wegzug,2023,2,Ausländer,M,14,Schweiz,Schweiz,BS,Bachletten,Europa (ohne Schweiz),Italien,Ausland,NA,2023-2
Zuzug,2023,2,Schweizer,W,15,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,St. Alban,2023-2
Zuzug,2023,2,Ausländer,W,15,Ozeanien,Australien,Unbekannt,NA,Schweiz,Schweiz,BS,Gundeldingen,2023-2
Wegzug,2023,2,Ausländer,W,15,Schweiz,Schweiz,BS,Wettstein,Schweiz,Schweiz,AG,NA,2023-2
Zuzug,2023,2,Ausländer,M,16,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,Riehen,2023-2
Wegzug,2023,2,Schweizer,M,16,Schweiz,Schweiz,BS,Klybeck,Schweiz,Schweiz,BE,NA,2023-2
Wegzug,2023,2,Schweizer,M,16,Schweiz,Schweiz,BS,St. Johann,Europa (ohne Schweiz),Oesterreich,Ausland,NA,2023-2
Zuzug,2023,2,Ausländer,W,16,Lateinamerika und Karibik,Argentinien,Unbekannt,NA,Schweiz,Schweiz,BS,Riehen,2023-2
Zuzug,2023,2,Ausländer,W,16,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,Am Ring,2023-2
Zuzug,2023,2,Ausländer,M,16,Schweiz,Schweiz,ZH,NA,Schweiz,Schweiz,BS,St. Alban,2023-2
Zuzug,2023,2,Ausländer,W,16,Europa (ohne Schweiz),Frankreich,Unbekannt,NA,Schweiz,Schweiz,BS,Gundeldingen,2023-2
Zuzug,2023,2,Ausländer,M,16,Asien,Afghanistan,Unbekannt,NA,Schweiz,Schweiz,BS,Hirzbrunnen,2023-2
Wegzug,2023,2,Ausländer,M,16,Schweiz,Schweiz,BS,Am Ring,Europa (ohne Schweiz),Deutschland,Ausland,NA,2023-2
Zuzug,2023,2,Ausländer,M,17,Asien,Afghanistan,Unbekannt,NA,Schweiz,Schweiz,BS,Hirzbrunnen,2023-2
Zuzug,2023,2,Ausländer,W,17,Schweiz,Schweiz,AG,NA,Schweiz,Schweiz,BS,Altstadt Kleinbasel,2023-2
Wegzug,2023,2,Schweizer,M,17,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,BL,NA,2023-2
Wegzug,2023,2,Schweizer,M,17,Schweiz,Schweiz,BS,Matthäus,Schweiz,Schweiz,JU,NA,2023-2
Wegzug,2023,2,Schweizer,M,17,Schweiz,Schweiz,BS,St. Johann,Schweiz,Schweiz,BL,NA,2023-2
Wegzug,2023,2,Schweizer,W,17,Schweiz,Schweiz,BS,Riehen,Schweiz,Schweiz,BL,NA,2023-2
Wegzug,2023,2,Ausländer,M,17,Schweiz,Schweiz,BS,Breite,Europa (ohne Schweiz),Schweden,Ausland,NA,2023-2
Wegzug,2023,2,Schweizer,W,17,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,BL,NA,2023-2
Zuzug,2023,2,Schweizer,M,17,Lateinamerika und Karibik,Peru,Unbekannt,NA,Schweiz,Schweiz,BS,Klybeck,2023-2
Zuzug,2023,2,Ausländer,M,17,Asien,Afghanistan,Unbekannt,NA,Schweiz,Schweiz,BS,Rosental,2023-2
Zuzug,2023,2,Ausländer,M,17,Asien,Syrien,Unbekannt,NA,Schweiz,Schweiz,BS,Hirzbrunnen,2023-2
Zuzug,2023,2,Ausländer,M,17,Asien,Afghanistan,Unbekannt,NA,Schweiz,Schweiz,BS,Hirzbrunnen,2023-2
Wegzug,2023,2,Ausländer,M,17,Schweiz,Schweiz,BS,Vorstädte,Nordamerika,Vereinigte Staaten von Amerika,Ausland,NA,2023-2
Zuzug,2023,2,Schweizer,W,18,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Riehen,2023-2
Zuzug,2023,2,Ausländer,W,18,Schweiz,Schweiz,ZG,NA,Schweiz,Schweiz,BS,Am Ring,2023-2
Zuzug,2023,2,Schweizer,W,19,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Iselin,2023-2
Zuzug,2023,2,Ausländer,M,19,Europa (ohne Schweiz),Irland,Unbekannt,NA,Schweiz,Schweiz,BS,Am Ring,2023-2
Zuzug,2023,2,Ausländer,W,19,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2023-2
Wegzug,2023,2,Ausländer,M,19,Schweiz,Schweiz,BS,Breite,Europa (ohne Schweiz),Frankreich,Ausland,NA,2023-2
Wegzug,2023,2,Ausländer,M,19,Schweiz,Schweiz,BS,Iselin,Schweiz,Schweiz,BL,NA,2023-2
Wegzug,2023,2,Ausländer,M,19,Schweiz,Schweiz,BS,Rosental,Schweiz,Schweiz,BL,NA,2023-2
Zuzug,2023,2,Ausländer,M,19,Schweiz,Schweiz,ZH,NA,Schweiz,Schweiz,BS,Breite,2023-2
Zuzug,2023,2,Ausländer,M,19,Europa (ohne Schweiz),Portugal,Unbekannt,NA,Schweiz,Schweiz,BS,Klybeck,2023-2
Zuzug,2023,2,Schweizer,W,19,Schweiz,Schweiz,SO,NA,Schweiz,Schweiz,BS,Breite,2023-2
Zuzug,2023,2,Ausländer,M,19,Europa (ohne Schweiz),Frankreich,Unbekannt,NA,Schweiz,Schweiz,BS,Iselin,2023-2
Wegzug,2023,2,Ausländer,M,19,Schweiz,Schweiz,BS,Rosental,unbekannt,unbekannt,unbekannt,NA,2023-2
Zuzug,2023,2,Ausländer,W,20,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2023-2
Zuzug,2023,2,Ausländer,W,20,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,Bettingen,2023-2
Zuzug,2023,2,Schweizer,W,20,Schweiz,Schweiz,AG,NA,Schweiz,Schweiz,BS,Clara,2023-2
Zuzug,2023,2,Schweizer,W,20,Schweiz,Schweiz,SG,NA,Schweiz,Schweiz,BS,Iselin,2023-2
Zuzug,2023,2,Schweizer,W,20,Schweiz,Schweiz,ZH,NA,Schweiz,Schweiz,BS,Matthäus,2023-2
Zuzug,2023,2,Schweizer,W,20,Schweiz,Schweiz,AG,NA,Schweiz,Schweiz,BS,St. Johann,2023-2
Zuzug,2023,2,Ausländer,W,20,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,Riehen,2023-2
Zuzug,2023,2,Schweizer,M,20,Schweiz,Schweiz,LU,NA,Schweiz,Schweiz,BS,Altstadt Kleinbasel,2023-2
Wegzug,2023,2,Ausländer,M,20,Schweiz,Schweiz,BS,Vorstädte,Europa (ohne Schweiz),Rumänien,Ausland,NA,2023-2
Wegzug,2023,2,Ausländer,M,20,Schweiz,Schweiz,BS,St. Alban,Schweiz,Schweiz,BL,NA,2023-2
Wegzug,2023,2,Ausländer,W,20,Schweiz,Schweiz,BS,Klybeck,unbekannt,unbekannt,unbekannt,NA,2023-2
Zuzug,2023,2,Ausländer,M,20,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,Am Ring,2023-2
Zuzug,2023,2,Ausländer,M,20,Europa (ohne Schweiz),Luxemburg,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2023-2
Zuzug,2023,2,Schweizer,W,20,Schweiz,Schweiz,AG,NA,Schweiz,Schweiz,BS,Wettstein,2023-2
Zuzug,2023,2,Schweizer,W,20,Schweiz,Schweiz,SG,NA,Schweiz,Schweiz,BS,Iselin,2023-2
Zuzug,2023,2,Ausländer,M,20,Lateinamerika und Karibik,Kolumbien,Unbekannt,NA,Schweiz,Schweiz,BS,Wettstein,2023-2
Zuzug,2023,2,Schweizer,M,20,Schweiz,Schweiz,BE,NA,Schweiz,Schweiz,BS,Rosental,2023-2
Zuzug,2023,2,Ausländer,W,20,Europa (ohne Schweiz),Ungarn,Unbekannt,NA,Schweiz,Schweiz,BS,Riehen,2023-2
