Wanderungstyp,Jahr,Monat,Staatsangehoerigkeit,Geschlecht,Alter,VonKontinent,VonLand,VonKanton,VonWohnviertel,NachKontinent,NachLand,NachKanton,NachWohnviertel,Jahr_Monat
Zuzug,2014,5,Ausländer,M,2,Europa (ohne Schweiz),Finnland,Unbekannt,NA,Schweiz,Schweiz,BS,Gundeldingen,2014-5
Zuzug,2014,5,Ausländer,W,2,Afrika,Nigeria,Unbekannt,NA,Schweiz,Schweiz,BS,Iselin,2014-5
Wegzug,2014,5,Ausländer,W,2,Schweiz,Schweiz,BS,St. Alban,Schweiz,Schweiz,BL,NA,2014-5
Wegzug,2014,5,Ausländer,M,2,Schweiz,Schweiz,BS,Bruderholz,Europa (ohne Schweiz),Deutschland,Ausland,NA,2014-5
Wegzug,2014,5,Ausländer,M,2,Schweiz,Schweiz,BS,St. Alban,Asien,Singapur,Ausland,NA,2014-5
Zuzug,2014,5,Ausländer,M,2,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Rosental,2014-5
Zuzug,2014,5,Ausländer,W,2,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,Wettstein,2014-5
Zuzug,2014,5,Ausländer,M,2,Asien,Taiwan (Chinesisches Taipei),Unbekannt,NA,Schweiz,Schweiz,BS,Rosental,2014-5
Zuzug,2014,5,Ausländer,M,2,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Rosental,2014-5
Zuzug,2014,5,Ausländer,M,2,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2014-5
Zuzug,2014,5,Ausländer,W,2,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Clara,2014-5
Zuzug,2014,5,Ausländer,M,2,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Iselin,2014-5
Wegzug,2014,5,Ausländer,M,2,Schweiz,Schweiz,BS,St. Johann,Schweiz,Schweiz,BL,NA,2014-5
Wegzug,2014,5,Ausländer,W,2,Schweiz,Schweiz,BS,Iselin,Europa (ohne Schweiz),Nordmazedonien,Ausland,NA,2014-5
Wegzug,2014,5,Schweizer,W,2,Schweiz,Schweiz,BS,Breite,Schweiz,Schweiz,SO,NA,2014-5
Wegzug,2014,5,Ausländer,W,3,Schweiz,Schweiz,BS,Matthäus,Schweiz,Schweiz,BL,NA,2014-5
Wegzug,2014,5,Schweizer,W,3,Schweiz,Schweiz,BS,Matthäus,Schweiz,Schweiz,AG,NA,2014-5
Wegzug,2014,5,Ausländer,W,3,Schweiz,Schweiz,BS,Vorstädte,Europa (ohne Schweiz),Frankreich,Ausland,NA,2014-5
Wegzug,2014,5,Schweizer,M,3,Schweiz,Schweiz,BS,St. Alban,Nordamerika,Vereinigte Staaten von Amerika,Ausland,NA,2014-5
Wegzug,2014,5,Schweizer,M,3,Schweiz,Schweiz,BS,Gundeldingen,Schweiz,Schweiz,BL,NA,2014-5
Wegzug,2014,5,Ausländer,W,3,Schweiz,Schweiz,BS,Klybeck,unbekannt,unbekannt,unbekannt,NA,2014-5
Wegzug,2014,5,Ausländer,M,3,Schweiz,Schweiz,BS,Am Ring,Asien,Indien,Ausland,NA,2014-5
Zuzug,2014,5,Ausländer,M,3,Europa (ohne Schweiz),Italien,Unbekannt,NA,Schweiz,Schweiz,BS,Rosental,2014-5
Zuzug,2014,5,Schweizer,W,3,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Bachletten,2014-5
Zuzug,2014,5,Schweizer,M,3,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,Gundeldingen,2014-5
Wegzug,2014,5,Ausländer,W,3,Schweiz,Schweiz,BS,Matthäus,Europa (ohne Schweiz),Deutschland,Ausland,NA,2014-5
Wegzug,2014,5,Ausländer,W,3,Schweiz,Schweiz,BS,Gundeldingen,Europa (ohne Schweiz),Deutschland,Ausland,NA,2014-5
Wegzug,2014,5,Ausländer,W,3,Schweiz,Schweiz,BS,Wettstein,Schweiz,Schweiz,BL,NA,2014-5
Zuzug,2014,5,Ausländer,W,3,Europa (ohne Schweiz),Portugal,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2014-5
Zuzug,2014,5,Ausländer,M,3,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,Hirzbrunnen,2014-5
Zuzug,2014,5,Ausländer,W,3,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,Hirzbrunnen,2014-5
Wegzug,2014,5,Schweizer,W,3,Schweiz,Schweiz,BS,Bachletten,Schweiz,Schweiz,BL,NA,2014-5
Wegzug,2014,5,Ausländer,W,3,Schweiz,Schweiz,BS,Gundeldingen,Schweiz,Schweiz,VD,NA,2014-5
Wegzug,2014,5,Schweizer,M,3,Schweiz,Schweiz,BS,Gotthelf,Europa (ohne Schweiz),Deutschland,Ausland,NA,2014-5
Wegzug,2014,5,Ausländer,M,3,Schweiz,Schweiz,BS,Rosental,Asien,Indien,Ausland,NA,2014-5
Wegzug,2014,5,Schweizer,W,3,Schweiz,Schweiz,BS,Kleinhüningen,Europa (ohne Schweiz),Frankreich,Ausland,NA,2014-5
Wegzug,2014,5,Ausländer,W,4,Schweiz,Schweiz,BS,Bruderholz,Europa (ohne Schweiz),Deutschland,Ausland,NA,2014-5
Wegzug,2014,5,Schweizer,W,4,Schweiz,Schweiz,BS,Gundeldingen,Schweiz,Schweiz,SO,NA,2014-5
Wegzug,2014,5,Ausländer,M,4,Schweiz,Schweiz,BS,Rosental,Asien,Indien,Ausland,NA,2014-5
Wegzug,2014,5,Ausländer,M,4,Schweiz,Schweiz,BS,St. Johann,Europa (ohne Schweiz),Deutschland,Ausland,NA,2014-5
Wegzug,2014,5,Ausländer,W,4,Schweiz,Schweiz,BS,Bachletten,Ozeanien,Neuseeland,Ausland,NA,2014-5
Zuzug,2014,5,Schweizer,W,4,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,Riehen,2014-5
Zuzug,2014,5,Ausländer,W,4,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2014-5
Zuzug,2014,5,Ausländer,M,4,Europa (ohne Schweiz),Grossbritannien,Unbekannt,NA,Schweiz,Schweiz,BS,Wettstein,2014-5
Wegzug,2014,5,Ausländer,W,4,Schweiz,Schweiz,BS,St. Alban,Schweiz,Schweiz,BL,NA,2014-5
Wegzug,2014,5,Ausländer,W,4,Schweiz,Schweiz,BS,Clara,unbekannt,unbekannt,unbekannt,NA,2014-5
Wegzug,2014,5,Ausländer,W,4,Schweiz,Schweiz,BS,Matthäus,Asien,Indien,Ausland,NA,2014-5
Zuzug,2014,5,Ausländer,W,4,Europa (ohne Schweiz),Finnland,Unbekannt,NA,Schweiz,Schweiz,BS,Gundeldingen,2014-5
Zuzug,2014,5,Ausländer,W,4,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,Hirzbrunnen,2014-5
Zuzug,2014,5,Schweizer,M,4,Schweiz,Schweiz,SO,NA,Schweiz,Schweiz,BS,Hirzbrunnen,2014-5
Wegzug,2014,5,Ausländer,M,4,Schweiz,Schweiz,BS,Bachletten,Ozeanien,Neuseeland,Ausland,NA,2014-5
Wegzug,2014,5,Ausländer,W,4,Schweiz,Schweiz,BS,Klybeck,Europa (ohne Schweiz),Frankreich,Ausland,NA,2014-5
Wegzug,2014,5,Ausländer,M,4,Schweiz,Schweiz,BS,Clara,Asien,Indien,Ausland,NA,2014-5
Wegzug,2014,5,Ausländer,M,5,Schweiz,Schweiz,BS,St. Alban,Asien,Singapur,Ausland,NA,2014-5
Zuzug,2014,5,Ausländer,M,5,Europa (ohne Schweiz),Ukraine,Unbekannt,NA,Schweiz,Schweiz,BS,Riehen,2014-5
Zuzug,2014,5,Ausländer,W,5,Asien,Saudi-Arabien,Unbekannt,NA,Schweiz,Schweiz,BS,Gotthelf,2014-5
Zuzug,2014,5,Schweizer,W,5,Schweiz,Schweiz,ZH,NA,Schweiz,Schweiz,BS,St. Johann,2014-5
Wegzug,2014,5,Ausländer,W,5,Schweiz,Schweiz,BS,Klybeck,unbekannt,unbekannt,unbekannt,NA,2014-5
Wegzug,2014,5,Ausländer,M,5,Schweiz,Schweiz,BS,St. Alban,Europa (ohne Schweiz),Niederlande,Ausland,NA,2014-5
Zuzug,2014,5,Ausländer,M,5,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2014-5
Zuzug,2014,5,Ausländer,M,5,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,Am Ring,2014-5
Zuzug,2014,5,Ausländer,W,5,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,Rosental,2014-5
Wegzug,2014,5,Ausländer,W,5,Schweiz,Schweiz,BS,Gundeldingen,Schweiz,Schweiz,AG,NA,2014-5
Wegzug,2014,5,Schweizer,M,5,Schweiz,Schweiz,BS,Klybeck,Schweiz,Schweiz,ZH,NA,2014-5
Wegzug,2014,5,Schweizer,W,5,Schweiz,Schweiz,BS,Bachletten,Europa (ohne Schweiz),Grossbritannien,Ausland,NA,2014-5
Wegzug,2014,5,Schweizer,M,5,Schweiz,Schweiz,BS,Bachletten,Schweiz,Schweiz,BL,NA,2014-5
Wegzug,2014,5,Ausländer,M,5,Schweiz,Schweiz,BS,Kleinhüningen,Asien,Indien,Ausland,NA,2014-5
Wegzug,2014,5,Ausländer,M,5,Schweiz,Schweiz,BS,St. Alban,Europa (ohne Schweiz),Niederlande,Ausland,NA,2014-5
Wegzug,2014,5,Ausländer,M,5,Schweiz,Schweiz,BS,St. Alban,Europa (ohne Schweiz),Niederlande,Ausland,NA,2014-5
Zuzug,2014,5,Schweizer,W,6,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,Riehen,2014-5
Zuzug,2014,5,Ausländer,M,6,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2014-5
Wegzug,2014,5,Ausländer,W,6,Schweiz,Schweiz,BS,Rosental,Europa (ohne Schweiz),Irland,Ausland,NA,2014-5
Zuzug,2014,5,Ausländer,M,6,Schweiz,Schweiz,BE,NA,Schweiz,Schweiz,BS,Matthäus,2014-5
Zuzug,2014,5,Schweizer,W,6,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Gotthelf,2014-5
Zuzug,2014,5,Ausländer,W,6,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Clara,2014-5
Zuzug,2014,5,Ausländer,W,6,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,St. Alban,2014-5
Wegzug,2014,5,Ausländer,M,6,Schweiz,Schweiz,BS,Matthäus,Asien,Indien,Ausland,NA,2014-5
Wegzug,2014,5,Ausländer,W,6,Schweiz,Schweiz,BS,Vorstädte,Europa (ohne Schweiz),Frankreich,Ausland,NA,2014-5
Wegzug,2014,5,Schweizer,M,7,Schweiz,Schweiz,BS,St. Alban,Nordamerika,Vereinigte Staaten von Amerika,Ausland,NA,2014-5
Zuzug,2014,5,Schweizer,W,7,Schweiz,Schweiz,AG,NA,Schweiz,Schweiz,BS,Iselin,2014-5
Wegzug,2014,5,Ausländer,W,7,Schweiz,Schweiz,BS,Iselin,Europa (ohne Schweiz),Nordmazedonien,Ausland,NA,2014-5
Zuzug,2014,5,Ausländer,M,7,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2014-5
Zuzug,2014,5,Schweizer,M,7,Europa (ohne Schweiz),Frankreich,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2014-5
Zuzug,2014,5,Ausländer,W,7,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Rosental,2014-5
Wegzug,2014,5,Ausländer,W,8,Schweiz,Schweiz,BS,St. Johann,Europa (ohne Schweiz),Portugal,Ausland,NA,2014-5
Wegzug,2014,5,Ausländer,M,8,Schweiz,Schweiz,BS,Matthäus,Asien,Indien,Ausland,NA,2014-5
Zuzug,2014,5,Ausländer,W,8,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Gundeldingen,2014-5
Zuzug,2014,5,Ausländer,W,8,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,Am Ring,2014-5
Wegzug,2014,5,Ausländer,M,9,Schweiz,Schweiz,BS,Riehen,Nordamerika,Vereinigte Staaten von Amerika,Ausland,NA,2014-5
Wegzug,2014,5,Ausländer,M,9,Schweiz,Schweiz,BS,Iselin,Asien,Indien,Ausland,NA,2014-5
Zuzug,2014,5,Ausländer,W,9,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Clara,2014-5
Zuzug,2014,5,Ausländer,W,9,Europa (ohne Schweiz),Frankreich,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2014-5
Zuzug,2014,5,Ausländer,M,10,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,Kleinhüningen,2014-5
Zuzug,2014,5,Schweizer,M,10,Europa (ohne Schweiz),Frankreich,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2014-5
Zuzug,2014,5,Ausländer,W,10,Europa (ohne Schweiz),Grossbritannien,Unbekannt,NA,Schweiz,Schweiz,BS,Riehen,2014-5
Zuzug,2014,5,Ausländer,W,10,Europa (ohne Schweiz),Grossbritannien,Unbekannt,NA,Schweiz,Schweiz,BS,Riehen,2014-5
Zuzug,2014,5,Ausländer,W,10,Europa (ohne Schweiz),Grossbritannien,Unbekannt,NA,Schweiz,Schweiz,BS,Riehen,2014-5
Wegzug,2014,5,Ausländer,M,11,Schweiz,Schweiz,BS,Klybeck,unbekannt,unbekannt,unbekannt,NA,2014-5
Wegzug,2014,5,Schweizer,M,11,Schweiz,Schweiz,BS,Riehen,Schweiz,Schweiz,BL,NA,2014-5
Wegzug,2014,5,Schweizer,W,11,Schweiz,Schweiz,BS,Riehen,Schweiz,Schweiz,BL,NA,2014-5
Zuzug,2014,5,Ausländer,M,11,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Clara,2014-5
Wegzug,2014,5,Ausländer,M,12,Schweiz,Schweiz,BS,Altstadt Grossbasel,unbekannt,unbekannt,unbekannt,NA,2014-5
Zuzug,2014,5,Schweizer,M,12,Europa (ohne Schweiz),Frankreich,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2014-5
Wegzug,2014,5,Ausländer,W,12,Schweiz,Schweiz,BS,Iselin,Asien,Indien,Ausland,NA,2014-5
Wegzug,2014,5,Ausländer,M,12,Schweiz,Schweiz,BS,Riehen,Nordamerika,Vereinigte Staaten von Amerika,Ausland,NA,2014-5
Zuzug,2014,5,Schweizer,W,12,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,Gundeldingen,2014-5
Zuzug,2014,5,Ausländer,M,12,Schweiz,Schweiz,BE,NA,Schweiz,Schweiz,BS,Matthäus,2014-5
Zuzug,2014,5,Ausländer,W,12,Europa (ohne Schweiz),Frankreich,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2014-5
Zuzug,2014,5,Schweizer,M,13,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Breite,2014-5
Zuzug,2014,5,Ausländer,W,13,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,Gotthelf,2014-5
Zuzug,2014,5,Ausländer,M,13,Europa (ohne Schweiz),Serbien,Unbekannt,NA,Schweiz,Schweiz,BS,Gundeldingen,2014-5
Zuzug,2014,5,Ausländer,W,13,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,Vorstädte,2014-5
Zuzug,2014,5,Ausländer,M,14,Europa (ohne Schweiz),Russland,Unbekannt,NA,Schweiz,Schweiz,BS,Gotthelf,2014-5
Zuzug,2014,5,Ausländer,M,14,Asien,Indien,Unbekannt,NA,Schweiz,Schweiz,BS,Gundeldingen,2014-5
Wegzug,2014,5,Schweizer,M,15,Schweiz,Schweiz,BS,Bachletten,unbekannt,unbekannt,unbekannt,NA,2014-5
Wegzug,2014,5,Schweizer,W,15,Schweiz,Schweiz,BS,Gundeldingen,Schweiz,Schweiz,SO,NA,2014-5
Zuzug,2014,5,Ausländer,M,15,Schweiz,Schweiz,JU,NA,Schweiz,Schweiz,BS,Breite,2014-5
Zuzug,2014,5,Ausländer,M,15,Afrika,Eritrea,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2014-5
Wegzug,2014,5,Ausländer,M,15,Schweiz,Schweiz,BS,Riehen,Nordamerika,Vereinigte Staaten von Amerika,Ausland,NA,2014-5
Zuzug,2014,5,Schweizer,W,15,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,St. Alban,2014-5
Wegzug,2014,5,Ausländer,W,16,Schweiz,Schweiz,BS,Matthäus,Europa (ohne Schweiz),Frankreich,Ausland,NA,2014-5
Wegzug,2014,5,Ausländer,M,16,Schweiz,Schweiz,BS,Riehen,Nordamerika,Vereinigte Staaten von Amerika,Ausland,NA,2014-5
Zuzug,2014,5,Schweizer,W,16,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Gotthelf,2014-5
Wegzug,2014,5,Ausländer,M,16,Schweiz,Schweiz,BS,Iselin,unbekannt,unbekannt,unbekannt,NA,2014-5
Wegzug,2014,5,Schweizer,M,16,Schweiz,Schweiz,BS,Gundeldingen,Schweiz,Schweiz,SO,NA,2014-5
Zuzug,2014,5,Ausländer,M,17,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,Iselin,2014-5
Wegzug,2014,5,Ausländer,W,17,Schweiz,Schweiz,BS,Wettstein,unbekannt,unbekannt,unbekannt,NA,2014-5
Zuzug,2014,5,Schweizer,W,17,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Breite,2014-5
Zuzug,2014,5,Schweizer,M,17,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,Riehen,2014-5
Wegzug,2014,5,Schweizer,W,18,Schweiz,Schweiz,BS,Iselin,Schweiz,Schweiz,BL,NA,2014-5
Wegzug,2014,5,Schweizer,M,18,Schweiz,Schweiz,BS,Altstadt Kleinbasel,Lateinamerika und Karibik,Brasilien,Ausland,NA,2014-5
Zuzug,2014,5,Ausländer,W,18,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,Rosental,2014-5
Zuzug,2014,5,Ausländer,W,18,Europa (ohne Schweiz),Spanien,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2014-5
Wegzug,2014,5,Ausländer,W,18,Schweiz,Schweiz,BS,Bruderholz,Schweiz,Schweiz,SO,NA,2014-5
Wegzug,2014,5,Ausländer,M,18,Schweiz,Schweiz,BS,Gundeldingen,Schweiz,Schweiz,AG,NA,2014-5
Zuzug,2014,5,Schweizer,W,18,Schweiz,Schweiz,AG,NA,Schweiz,Schweiz,BS,Breite,2014-5
Zuzug,2014,5,Schweizer,M,18,Schweiz,Schweiz,AG,NA,Schweiz,Schweiz,BS,Breite,2014-5
Zuzug,2014,5,Schweizer,M,18,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Gundeldingen,2014-5
Zuzug,2014,5,Ausländer,M,18,Europa (ohne Schweiz),Portugal,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2014-5
Zuzug,2014,5,Ausländer,W,18,Nordamerika,Vereinigte Staaten von Amerika,Unbekannt,NA,Schweiz,Schweiz,BS,Matthäus,2014-5
Wegzug,2014,5,Ausländer,W,19,Schweiz,Schweiz,BS,Matthäus,Schweiz,Schweiz,BE,NA,2014-5
Wegzug,2014,5,Ausländer,M,19,Schweiz,Schweiz,BS,Gotthelf,unbekannt,unbekannt,unbekannt,NA,2014-5
Wegzug,2014,5,Schweizer,W,19,Schweiz,Schweiz,BS,Riehen,Nordamerika,Vereinigte Staaten von Amerika,Ausland,NA,2014-5
Zuzug,2014,5,Ausländer,M,19,Nordamerika,Kanada,Unbekannt,NA,Schweiz,Schweiz,BS,Gundeldingen,2014-5
Wegzug,2014,5,Schweizer,W,19,Schweiz,Schweiz,BS,Riehen,Schweiz,Schweiz,BL,NA,2014-5
Wegzug,2014,5,Schweizer,M,19,Schweiz,Schweiz,BS,Clara,Schweiz,Schweiz,BE,NA,2014-5
Wegzug,2014,5,Schweizer,M,19,Schweiz,Schweiz,BS,Hirzbrunnen,Europa (ohne Schweiz),Oesterreich,Ausland,NA,2014-5
Wegzug,2014,5,Schweizer,M,19,Schweiz,Schweiz,BS,Gundeldingen,Schweiz,Schweiz,SO,NA,2014-5
Zuzug,2014,5,Ausländer,W,19,Schweiz,Schweiz,BE,NA,Schweiz,Schweiz,BS,Matthäus,2014-5
Zuzug,2014,5,Ausländer,M,19,Europa (ohne Schweiz),Portugal,Unbekannt,NA,Schweiz,Schweiz,BS,St. Johann,2014-5
Zuzug,2014,5,Schweizer,M,19,Schweiz,Schweiz,BL,NA,Schweiz,Schweiz,BS,Matthäus,2014-5
Zuzug,2014,5,Ausländer,M,19,Afrika,Eritrea,Unbekannt,NA,Schweiz,Schweiz,BS,Gundeldingen,2014-5
Zuzug,2014,5,Ausländer,W,19,Europa (ohne Schweiz),Deutschland,Unbekannt,NA,Schweiz,Schweiz,BS,Clara,2014-5
Wegzug,2014,5,Ausländer,W,19,Schweiz,Schweiz,BS,Vorstädte,Europa (ohne Schweiz),Rumänien,Ausland,NA,2014-5
Wegzug,2014,5,Schweizer,M,19,Schweiz,Schweiz,BS,Am Ring,Schweiz,Schweiz,BL,NA,2014-5
Wegzug,2014,5,Schweizer,M,20,Schweiz,Schweiz,BS,Bruderholz,Schweiz,Schweiz,ZH,NA,2014-5
Wegzug,2014,5,Schweizer,W,20,Schweiz,Schweiz,BS,St. Johann,Schweiz,Schweiz,SG,NA,2014-5
Wegzug,2014,5,Ausländer,W,20,Schweiz,Schweiz,BS,Am Ring,Europa (ohne Schweiz),Finnland,Ausland,NA,2014-5
Zuzug,2014,5,Schweizer,W,20,Schweiz,Schweiz,AG,NA,Schweiz,Schweiz,BS,Am Ring,2014-5
Zuzug,2014,5,Ausländer,M,20,Europa (ohne Schweiz),Grossbritannien,Unbekannt,NA,Schweiz,Schweiz,BS,Iselin,2014-5
