Wanderungstyp,Jahr,Monat,Staatsangehoerigkeit,Geschlecht,Alter,VonKontinent,VonLand,VonKanton,VonWohnviertel,NachKontinent,NachLand,NachKanton,NachWohnviertel,Jahr_Monat
Zuzug,2002,8,Ausländer,W,4,Nordamerika,NA,NA,NA,Schweiz,Schweiz,BS,St. Johann,2002-8
Zuzug,2002,8,Schweizer,M,4,Nordamerika,NA,NA,NA,Schweiz,Schweiz,BS,Bruderholz,2002-8
Zuzug,2002,8,Ausländer,W,4,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,Riehen,2002-8
Zuzug,2002,8,Schweizer,W,4,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,Bruderholz,2002-8
Zuzug,2002,8,Ausländer,W,4,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,Riehen,2002-8
Zuzug,2002,8,Ausländer,W,4,Unbekannt,NA,NA,NA,Schweiz,Schweiz,BS,Matthäus,2002-8
Wegzug,2002,8,Ausländer,W,4,Schweiz,Schweiz,BS,St. Alban,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Schweizer,M,4,Schweiz,Schweiz,BS,Gundeldingen,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Schweizer,W,4,Schweiz,Schweiz,BS,St. Johann,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Schweizer,M,4,Schweiz,Schweiz,BS,Gundeldingen,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Schweizer,M,4,Schweiz,Schweiz,BS,Gundeldingen,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Schweizer,W,5,Schweiz,Schweiz,BS,St. Johann,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Ausländer,W,5,Schweiz,Schweiz,BS,Gotthelf,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Schweizer,W,5,Schweiz,Schweiz,BS,Bachletten,unbekannt,NA,NA,NA,2002-8
Zuzug,2002,8,Ausländer,M,5,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,Matthäus,2002-8
Zuzug,2002,8,Schweizer,W,5,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,Riehen,2002-8
Zuzug,2002,8,Ausländer,W,5,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,Vorstädte,2002-8
Wegzug,2002,8,Ausländer,W,5,Schweiz,Schweiz,BS,Wettstein,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Schweizer,W,5,Schweiz,Schweiz,BS,Riehen,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Ausländer,W,5,Schweiz,Schweiz,BS,Am Ring,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Ausländer,M,5,Schweiz,Schweiz,BS,St. Johann,unbekannt,NA,NA,NA,2002-8
Zuzug,2002,8,Ausländer,W,5,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,Am Ring,2002-8
Zuzug,2002,8,Ausländer,M,5,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,Bachletten,2002-8
Zuzug,2002,8,Ausländer,M,5,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,Gotthelf,2002-8
Zuzug,2002,8,Ausländer,M,5,Unbekannt,NA,NA,NA,Schweiz,Schweiz,BS,Gundeldingen,2002-8
Zuzug,2002,8,Ausländer,M,5,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,Vorstädte,2002-8
Zuzug,2002,8,Schweizer,W,5,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,Bachletten,2002-8
Wegzug,2002,8,Ausländer,M,5,Schweiz,Schweiz,BS,Matthäus,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Ausländer,W,5,Schweiz,Schweiz,BS,Iselin,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Schweizer,W,5,Schweiz,Schweiz,BS,Bruderholz,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Schweizer,W,5,Schweiz,Schweiz,BS,Iselin,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Schweizer,M,5,Schweiz,Schweiz,BS,St. Alban,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Ausländer,W,5,Schweiz,Schweiz,BS,Gundeldingen,unbekannt,NA,NA,NA,2002-8
Zuzug,2002,8,Schweizer,W,5,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,Riehen,2002-8
Zuzug,2002,8,Schweizer,W,5,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,Riehen,2002-8
Wegzug,2002,8,Schweizer,W,6,Schweiz,Schweiz,BS,Breite,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Schweizer,W,6,Schweiz,Schweiz,BS,Gundeldingen,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Ausländer,M,6,Schweiz,Schweiz,BS,Matthäus,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Ausländer,W,6,Schweiz,Schweiz,BS,Gundeldingen,unbekannt,NA,NA,NA,2002-8
Zuzug,2002,8,Ausländer,M,6,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,Matthäus,2002-8
Zuzug,2002,8,Schweizer,W,6,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,Bruderholz,2002-8
Zuzug,2002,8,Ausländer,M,6,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,St. Alban,2002-8
Wegzug,2002,8,Schweizer,M,6,Schweiz,Schweiz,BS,Gundeldingen,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Ausländer,M,6,Schweiz,Schweiz,BS,St. Johann,unbekannt,NA,NA,NA,2002-8
Zuzug,2002,8,Schweizer,M,6,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,Clara,2002-8
Zuzug,2002,8,Schweizer,W,6,Nordamerika,NA,NA,NA,Schweiz,Schweiz,BS,Gundeldingen,2002-8
Zuzug,2002,8,Ausländer,W,6,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,Gundeldingen,2002-8
Zuzug,2002,8,Ausländer,M,6,Nordamerika,NA,NA,NA,Schweiz,Schweiz,BS,Rosental,2002-8
Zuzug,2002,8,Ausländer,M,6,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,Gundeldingen,2002-8
Zuzug,2002,8,Ausländer,W,6,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,Clara,2002-8
Wegzug,2002,8,Ausländer,M,6,Schweiz,Schweiz,BS,St. Alban,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Ausländer,W,6,Schweiz,Schweiz,BS,Wettstein,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Ausländer,W,7,Schweiz,Schweiz,BS,St. Alban,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Ausländer,M,7,Schweiz,Schweiz,BS,St. Johann,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Schweizer,W,7,Schweiz,Schweiz,BS,Vorstädte,unbekannt,NA,NA,NA,2002-8
Zuzug,2002,8,Ausländer,W,7,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,St. Johann,2002-8
Wegzug,2002,8,Ausländer,M,7,Schweiz,Schweiz,BS,Riehen,unbekannt,NA,NA,NA,2002-8
Zuzug,2002,8,Schweizer,M,7,Nordamerika,NA,NA,NA,Schweiz,Schweiz,BS,Bruderholz,2002-8
Zuzug,2002,8,Ausländer,M,7,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,Klybeck,2002-8
Zuzug,2002,8,Ausländer,M,7,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,Matthäus,2002-8
Zuzug,2002,8,Ausländer,W,7,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,Vorstädte,2002-8
Zuzug,2002,8,Schweizer,M,7,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,Bachletten,2002-8
Wegzug,2002,8,Ausländer,M,7,Schweiz,Schweiz,BS,Wettstein,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Ausländer,M,7,Schweiz,Schweiz,BS,Iselin,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Ausländer,W,7,Schweiz,Schweiz,BS,Bachletten,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Ausländer,W,7,Schweiz,Schweiz,BS,Riehen,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Ausländer,M,7,Schweiz,Schweiz,BS,Iselin,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Ausländer,M,7,Schweiz,Schweiz,BS,Iselin,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Schweizer,W,8,Schweiz,Schweiz,BS,Breite,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Schweizer,W,8,Schweiz,Schweiz,BS,Riehen,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Schweizer,M,8,Schweiz,Schweiz,BS,St. Johann,unbekannt,NA,NA,NA,2002-8
Zuzug,2002,8,Schweizer,M,8,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,St. Johann,2002-8
Zuzug,2002,8,Ausländer,M,8,Unbekannt,NA,NA,NA,Schweiz,Schweiz,BS,Iselin,2002-8
Zuzug,2002,8,Ausländer,M,8,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,Gotthelf,2002-8
Zuzug,2002,8,Ausländer,M,8,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,Gundeldingen,2002-8
Zuzug,2002,8,Ausländer,M,8,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,Clara,2002-8
Zuzug,2002,8,Ausländer,M,8,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,Vorstädte,2002-8
Wegzug,2002,8,Ausländer,M,8,Schweiz,Schweiz,BS,Gotthelf,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Schweizer,M,8,Schweiz,Schweiz,BS,Matthäus,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Schweizer,W,8,Schweiz,Schweiz,BS,Kleinhüningen,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Ausländer,M,8,Schweiz,Schweiz,BS,St. Alban,unbekannt,NA,NA,NA,2002-8
Zuzug,2002,8,Ausländer,M,8,Nordamerika,NA,NA,NA,Schweiz,Schweiz,BS,St. Johann,2002-8
Zuzug,2002,8,Ausländer,W,8,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,Riehen,2002-8
Zuzug,2002,8,Ausländer,M,8,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,Klybeck,2002-8
Zuzug,2002,8,Schweizer,W,8,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,St. Johann,2002-8
Zuzug,2002,8,Schweizer,M,8,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,Bruderholz,2002-8
Zuzug,2002,8,Ausländer,M,8,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,Altstadt Kleinbasel,2002-8
Zuzug,2002,8,Ausländer,M,8,Unbekannt,NA,NA,NA,Schweiz,Schweiz,BS,Matthäus,2002-8
Wegzug,2002,8,Schweizer,M,9,Schweiz,Schweiz,BS,Iselin,unbekannt,NA,NA,NA,2002-8
Zuzug,2002,8,Schweizer,M,9,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,Riehen,2002-8
Zuzug,2002,8,Schweizer,W,9,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,St. Johann,2002-8
Wegzug,2002,8,Schweizer,M,9,Schweiz,Schweiz,BS,Iselin,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Ausländer,M,9,Schweiz,Schweiz,BS,Am Ring,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Schweizer,W,9,Schweiz,Schweiz,BS,Iselin,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Schweizer,W,9,Schweiz,Schweiz,BS,Gundeldingen,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Ausländer,M,9,Schweiz,Schweiz,BS,Matthäus,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Ausländer,W,9,Schweiz,Schweiz,BS,Riehen,unbekannt,NA,NA,NA,2002-8
Zuzug,2002,8,Schweizer,M,9,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,Breite,2002-8
Zuzug,2002,8,Ausländer,M,9,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,St. Johann,2002-8
Zuzug,2002,8,Ausländer,W,9,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,St. Alban,2002-8
Zuzug,2002,8,Ausländer,M,9,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,St. Johann,2002-8
Zuzug,2002,8,Ausländer,W,9,Unbekannt,NA,NA,NA,Schweiz,Schweiz,BS,Klybeck,2002-8
Wegzug,2002,8,Ausländer,M,9,Schweiz,Schweiz,BS,Iselin,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Ausländer,M,10,Schweiz,Schweiz,BS,St. Alban,unbekannt,NA,NA,NA,2002-8
Zuzug,2002,8,Ausländer,W,10,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,Matthäus,2002-8
Zuzug,2002,8,Ausländer,M,10,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,Am Ring,2002-8
Zuzug,2002,8,Ausländer,W,10,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,Iselin,2002-8
Zuzug,2002,8,Ausländer,W,10,Unbekannt,NA,NA,NA,Schweiz,Schweiz,BS,Kleinhüningen,2002-8
Zuzug,2002,8,Ausländer,M,10,Unbekannt,NA,NA,NA,Schweiz,Schweiz,BS,Matthäus,2002-8
Wegzug,2002,8,Schweizer,W,10,Schweiz,Schweiz,BS,Riehen,unbekannt,NA,NA,NA,2002-8
Zuzug,2002,8,Ausländer,M,10,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,Gundeldingen,2002-8
Zuzug,2002,8,Ausländer,M,10,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,Gundeldingen,2002-8
Zuzug,2002,8,Ausländer,W,10,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,Vorstädte,2002-8
Zuzug,2002,8,Schweizer,M,10,Schweiz,NA,NA,NA,Schweiz,Schweiz,BS,Bachletten,2002-8
Zuzug,2002,8,Ausländer,M,10,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,Matthäus,2002-8
Zuzug,2002,8,Ausländer,W,10,Europa (ohne Schweiz),NA,NA,NA,Schweiz,Schweiz,BS,St. Johann,2002-8
Zuzug,2002,8,Schweizer,W,10,Unbekannt,NA,NA,NA,Schweiz,Schweiz,BS,Gundeldingen,2002-8
Wegzug,2002,8,Ausländer,W,10,Schweiz,Schweiz,BS,Riehen,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Schweizer,M,10,Schweiz,Schweiz,BS,Iselin,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Schweizer,M,11,Schweiz,Schweiz,BS,Vorstädte,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Schweizer,M,11,Schweiz,Schweiz,BS,Riehen,unbekannt,NA,NA,NA,2002-8
Zuzug,2002,8,Ausländer,M,11,Nordamerika,NA,NA,NA,Schweiz,Schweiz,BS,Rosental,2002-8
Wegzug,2002,8,Schweizer,M,11,Schweiz,Schweiz,BS,Iselin,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Schweizer,M,11,Schweiz,Schweiz,BS,Riehen,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Ausländer,M,11,Schweiz,Schweiz,BS,St. Johann,unbekannt,NA,NA,NA,2002-8
Wegzug,2002,8,Ausländer,W,12,Schweiz,Schweiz,BS,Gundeldingen,unbekannt,NA,NA,NA,2002-8
